group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
TELECOM-FIBER OPTICS,TELECOM,7,5,96.0,0.16367966078896212,1.0706327751153415,26,1.0,7,0,0
REIT-HOTEL/RESORT,FINANCE,6,6,71.0,0.7685136381119388,1.0297477279637997,27,0.0,0,6,0
ELECTRONIC-PARTS DISTRIBUTORS,ELECTRONICS,5,5,80.0,0.5258913440233389,1.0204943737121193,28,0.8,4,1,0
COMPUTER SFTWR-ENTERPRISE,SOFTWARE,32,30,69.0,0.7537158468258707,0.9656034633167603,29,0.90625,29,3,0
CONSUMER PRODUCTS-COSMETICS,CONSUMER,6,5,70.0,0.7216741241238149,0.9596775648289491,30,0.6666666666666666,4,2,0
OFFICE-AUTOMATION,OFFICE,3,3,60.0,0.9786562868459616,0.9578216983464747,31,0.3333333333333333,1,2,0
FINANCE-CONSUMER LOANS,FINANCE,7,5,63.0,0.8920933963269073,0.9492565287923074,32,0.0,0,0,7
INSURANCE-LIFE,INSURANCE,8,7,72.0,0.58236139092317,0.8753480807492394,33,0.0,0,0,8
INTERNET-NETWORK SOLUTIONS,INTERNET,10,10,76.0,0.47535508762211526,0.8720311006448678,34,0.9,9,1,0
OIL&GAS-INTL E&P,ENERGY,7,5,87.0,0.13741169552275384,0.8208308511147033,35,1.0,7,0,0
CONSUMER PRODUCTS-ELECTRONICS,CONSUMER,4,3,77.0,0.39317942180068727,0.8178049676456325,36,1.0,4,0,0
BANKS-SUPER REGIONAL,BANKS,5,5,74.0,0.4611232330949171,0.8084320729465154,37,0.0,0,0,5
BANKS-NORTHEAST,BANKS,4,4,71.0,0.5228850418573245,0.7931032898121666,38,0.0,0,0,4
METAL ORES-DIVERSIFIED,METALS,8,8,84.5,0.1705410753602439,0.7903888342490482,39,1.0,8,0,0
COMMERCIAL SVCS-SECURITY/SAFETY,BUSINESS_PRODUCTS,4,4,69.0,0.5713821549344443,0.7899388431068526,40,0.0,0,4,0
SAVINGS & LOAN,BANKS,4,3,72.0,0.4687687130676436,0.7659101902139043,41,0.0,0,0,4
HOUSEHOLD-HOUSEWARES,HOUSEHOLD,5,5,61.0,0.7359116023980001,0.748899549586732,42,0.6,3,2,0
ELECTRONIC-SCIENTIFIC INSTR,ELECTRONICS,8,8,70.5,0.4714670205003856,0.7310940137071236,43,1.0,8,0,0
MEDICAL-SUPPLIES,MEDICAL,10,7,68.0,0.5242408827937484,0.719577958982826,44,0.8,8,2,0
METAL ORES-NON-FERROUS,METALS,5,5,85.0,0.08115002931088154,0.7167393020918847,45,1.0,5,0,0
COMPUTER SFTWR-DATABASE,SOFTWARE,5,4,49.0,1.0069331316786831,0.7106818229495379,46,1.0,5,0,0
ELECTRONIC-COMPONENTS/CONNECTORS,ELECTRONICS,8,8,76.0,0.26447863287277346,0.6688677030824846,47,0.875,7,1,0
POLLUTION CONTROL,BUSINESS_PRODUCTS,5,3,75.0,0.21660491595168435,0.5978011642172096,48,1.0,5,0,0
OIL&GAS-INTEGRATED,ENERGY,8,8,80.0,0.031688536877299014,0.5443676221314285,49,0.75,6,2,0
MEDICAL-OUTPATIENT/HOME CARE,MEDICAL,5,4,60.5,0.533529338464363,0.5414477276613405,50,0.8,4,1,0
OIL&GAS-DRILLING,ENERGY,7,6,85.0,-0.13417081219450552,0.5092940765060142,51,1.0,7,0,0
TELECOM-CABLE/SATELLITE EQUIP,TELECOM,5,4,52.5,0.7014326424247878,0.5036588878232423,52,0.8,4,1,0
OIL&GAS-US E&P,ENERGY,16,12,77.0,0.06655498209259592,0.5031272053659026,53,0.9375,15,1,0
COMPUTER SFTWR-HEALTHCARE,SOFTWARE,7,7,53.0,0.6774836559383576,0.4930577940519042,54,0.8571428571428571,6,1,0
MEDICAL-BIOMED/BIOTECH,MEDICAL,23,20,66.5,0.32696287047431266,0.49209983450671785,55,0.9130434782608695,21,2,0
MEDICAL-NURSING HOMES,MEDICAL,4,4,68.5,0.27173465181554723,0.48877937382422615,56,0.75,3,1,0
ELEC-SEMICONDUCTOR FABLESS,CHIPS,14,14,57.5,0.5352659933106619,0.4682892820201127,57,1.0,14,0,0
METAL ORES-SILVER,METALS,8,7,83.0,-0.12700623933011446,0.4663088764146327,58,1.0,8,0,0
MACHINERY-CONSTRUCTION/MINING,MACHINERY,7,6,68.0,0.2549847848482794,0.4601702231214945,59,0.7142857142857143,5,2,0
INTERNET-SERVICES,INTERNET,10,10,56.5,0.5418716363299612,0.44970945569782644,60,0.8,8,2,0
MEDICAL-ETHICAL DRUGS,MEDICAL,13,13,63.0,0.35600562447501327,0.4327768049154129,61,0.8461538461538461,11,2,0
METAL PROC & FABRICATION,METALS,8,7,57.0,0.5100215737279498,0.43149627706879995,62,1.0,8,0,0
TRANSPORTATION-RAIL,TRANSPORTATION,8,8,62.0,0.3718174777293544,0.4230664607372946,63,0.875,7,1,0
METAL ORES-GOLD,METALS,10,10,80.5,-0.11752014667416706,0.4130883537216912,64,1.0,10,0,0
MEDIA-PERIODICALS,MEDIA,2,1,59.0,0.43186626617197216,0.4060873130391277,65,1.0,2,0,0
RETAIL-CONSUMER ELECTRONICS,RETAIL,3,2,52.0,0.6027428297527174,0.39610684240401633,66,1.0,3,0,0
TELECOM-CONSUMER PRODUCTS,TELECOM,4,2,72.0,0.08365041275012315,0.39487804985968644,67,1.0,4,0,0
MACHINERY-ELECTRIC UTILITY,MACHINERY,4,4,64.0,0.28686766699511973,0.39111151056571797,68,1.0,4,0,0
CHEMICALS-FERTILIZERS,CHEMICAL,5,5,75.0,-0.0051883460606164606,0.3841202546039304,69,1.0,5,0,0
BANKS-MIDWEST,BANKS,7,6,60.0,0.38292497170221323,0.3838799647244168,70,0.0,0,0,7
TRANSPORTATION-AIR FREIGHT,TRANSPORTATION,6,4,61.0,0.3386235032569579,0.3661427352779171,71,0.6666666666666666,4,2,0
RETAIL-HOME FURNISHINGS,RETAIL,9,9,50.0,0.6227019667398214,0.36544823003239646,72,0.6666666666666666,6,3,0
LEISURE-MOVIES & RELATED,LEISURE,7,7,77.0,-0.0773515809268893,0.36448419607728466,73,0.0,0,6,1
TRANSPORTATION-TRUCKING,TRANSPORTATION,8,8,65.0,0.2293073869059343,0.36060042628358757,74,1.0,8,0,0
MACHINERY-THERMAL PROCESSING,MACHINERY,5,4,50.0,0.588377137062949,0.33237887183310105,75,1.0,5,0,0
OIL&GAS-TRANSPORT/PIPELINE,ENERGY,10,10,63.5,0.2281568667764895,0.322076197661197,76,0.5,5,5,0
COMPUTER-NETWORKING,COMPUTER,7,6,69.0,0.06663012298774826,0.3036487171717409,77,1.0,7,0,0
AEROSPACE-DEFENSE EQUIPMENT,AEROSPACE,7,6,63.5,0.1730413020962885,0.26897655032357093,78,0.0,0,7,0
HOUSEHOLD-APPLIANCES & WARES,HOUSEHOLD,5,5,65.0,0.13207778780112148,0.2669271154284606,79,0.8,4,1,0
REIT-HEALTHCARE,FINANCE,7,6,56.5,0.3344235866320493,0.24984906519375374,80,0.0,0,7,0
HOUSEHOLD-AUDIO/VIDEO,HOUSEHOLD,4,2,59.0,0.24408982873807142,0.22517902217954514,81,1.0,4,0,0
FINANCE-CREDIT CARD/PAYMENT,FINANCE,10,9,54.0,0.3717478883800847,0.22344853597956887,82,0.6,6,2,2
TRANSPORTATION-SVCS/LOGISTICS,TRANSPORTATION,11,11,53.0,0.39054322692732024,0.21661255257066156,83,0.8181818181818182,9,2,0
BANKS-WEST/SOUTHWEST,BANKS,6,6,54.0,0.35723093320986,0.2094625557137807,84,0.0,0,0,6
RETAIL-INTERNET,RETAIL,9,9,58.0,0.24385321117418685,0.2000071990943243,85,0.7777777777777778,7,2,0
COMPUTER SFTWR-FINANCIAL,SOFTWARE,10,10,56.5,0.2818179495981095,0.1991675419129661,86,0.8,8,2,0
AGRICULTURAL OPERATIONS,AGRICULTURE,6,5,67.0,0.003952522350504216,0.19337590415742867,87,0.6666666666666666,4,2,0
TELECOM-WIRELESS SVCS,TELECOM,6,4,57.5,0.24899044182527433,0.1924845993780938,88,0.8333333333333334,5,1,0
BANKS-SOUTHEAST,BANKS,5,3,54.0,0.3174086378060072,0.17109680813614672,89,0.0,0,0,5
COMMERCIAL SVCS-LEASING,BUSINESS_PRODUCTS,4,3,36.0,0.7742796287198072,0.16226771744869212,90,1.0,4,0,0
UTILITY-WATER SUPPLY,UTILITY,9,8,54.0,0.23734463981804285,0.09396124611715649,91,0.3333333333333333,3,6,0
RETAIL-DEPARTMENT STORES,RETAIL,4,3,57.0,0.15517359063029837,0.08962728107315782,92,0.75,3,1,0
RETAIL/WHLSL-COMPUTER/CELL,RETAIL,2,2,41.0,0.5637487156792895,0.08415652344713803,93,0.5,1,1,0
RETAIL-DISCOUNT & VARIETY,RETAIL,8,7,56.0,0.15637767701902147,0.06584346647964481,94,0.75,6,2,0
MEDIA-RADIO/TV,MEDIA,7,6,42.5,0.4961663680522046,0.05646187071446762,95,0.0,0,7,0
CHEMICALS-PLASTICS,CHEMICAL,4,4,53.0,0.19155732676978315,0.024904798421116987,96,0.75,3,1,0
RETAIL-CONVENIENCE STORES,RETAIL,3,2,49.5,0.2749642892156733,0.017957541680520935,97,1.0,3,0,0
ENERGY-COAL,ENERGY,6,4,64.0,-0.13429155941260662,-0.014643316133376494,98,1.0,6,0,0
COMMERCIAL SVCS-CONSULTING,BUSINESS_PRODUCTS,8,8,52.5,0.14819383694681837,-0.029344550222319923,99,0.5,4,4,0
CHEMICALS-AGRICULTURAL,CHEMICAL,4,4,63.5,-0.17183684566428564,-0.06328726892236847,100,0.75,3,1,0
LEISURE-TOYS/GAMES/HOBBY,LEISURE,5,5,57.0,-0.008209038746196343,-0.06777943427711475,101,0.8,4,1,0
TRANSPORTATION-AIRLINE,TRANSPORTATION,11,8,38.0,0.46551990398544313,-0.08531103287856781,102,0.45454545454545453,5,6,0
MACHINERY-GENERAL INDUSTRIAL,MACHINERY,11,11,48.0,0.20028747621082094,-0.09140366818992082,103,0.9090909090909091,10,1,0
INTERNET-E-COMMERCE,INTERNET,12,12,46.5,0.22927032532669306,-0.10089669139320799,104,0.8333333333333334,10,2,0
INSURANCE-PROP/CAS/TITLE,INSURANCE,12,12,50.0,0.12718009813703918,-0.1119493367631266,105,0.0,0,0,12
REIT-INDUSTRIAL/OFFICE,FINANCE,12,11,42.0,0.3028883311141374,-0.142218722147927,106,0.0,0,12,0
BUILDING-HEAVY CONSTRUCTION,BUILDING,7,7,52.0,0.03691181004727878,-0.14902823465419407,107,1.0,7,0,0
OIL&GAS-FIELD SERVICES,ENERGY,7,6,61.0,-0.2145993502542698,-0.16684533426306325,108,1.0,7,0,0
INSURANCE-DIVERSIFIED,INSURANCE,8,7,46.0,0.14176477597399673,-0.19767355122854685,109,0.0,0,2,6
FINANCE-INVESTMENT MGMT,FINANCE,12,12,36.0,0.3863877075863087,-0.2114365952407144,110,0.16666666666666666,2,9,1
COMMERCIAL SVCS-SCHOOLS,BUSINESS_PRODUCTS,4,4,44.0,0.16840376474352645,-0.221896635342904,111,1.0,4,0,0
REIT-RETAIL,FINANCE,9,8,41.0,0.22018419700333092,-0.2468417142606231,112,0.0,0,9,0
TOBACCO,ALCOHOL_TOBACCO,4,4,42.0,0.17850953468796502,-0.26204821613623125,113,0.0,0,0,4
CONSUMER PRODUCTS-PERSONAL,CONSUMER,8,8,40.5,0.1881386036875993,-0.290187131925127,114,0.5,4,4,0
CONSUMER SVCS-PERSONAL,CONSUMER,4,3,56.0,-0.21460883568396813,-0.29157377320294153,115,1.0,4,0,0
FINANCE-INVESTMENT BANKS/BROKERS,FINANCE,10,10,33.0,0.36938746361810754,-0.30264661533325415,116,0.0,0,0,10
MEDICAL-LONG-TERM CARE,MEDICAL,4,3,54.0,-0.18533447314772114,-0.3132578754810881,117,0.75,3,1,0
COMPUTER SFTWR-GAMING,SOFTWARE,8,4,29.0,0.4489438475048805,-0.3257755411867003,118,0.0,0,8,0
FOOD-DAIRY PRODUCTS,FOOD_BEVERAGE,3,2,46.0,-0.012701217195162113,-0.3464897669478227,119,0.3333333333333333,1,2,0
REIT-RESIDENTIAL/COMMERCIAL,FINANCE,9,9,30.0,0.39916345636655415,-0.3487912952111528,120,0.0,0,9,0
MACHINERY-FARM,MACHINERY,5,5,39.0,0.14343978456646284,-0.37066682869938433,121,0.6,3,2,0
MEDIA-DIVERSIFIED,MEDIA,9,9,46.0,-0.07363582838500211,-0.40519562224677397,122,0.0,0,8,1
FINANCE-SERVICES,FINANCE,10,10,40.0,0.07928283372362259,-0.40753330265508425,123,0.6,6,4,0
ENERGY-OTHER/ALTERNATIVE,ENERGY,6,6,24.5,0.46939569427378275,-0.4183191154484364,124,0.5,3,3,0
CONSUMER SVCS-EDUCATION,CONSUMER,4,4,28.5,0.3574523116374297,-0.42639259533836493,125,0.75,3,1,0
AUTO/TRUCK-ORIGINAL EQUIPMENT,AUTO,9,9,41.0,0.032003653088259545,-0.42813933092611034,126,0.7777777777777778,7,2,0
LEISURE-HOTELS & MOTELS,LEISURE,7,6,35.0,0.16944241763374324,-0.4453907132296067,127,0.0,0,7,0
CHEMICALS-PAINTS,CHEMICAL,4,4,32.0,0.2202061971795272,-0.4713152595789409,128,0.75,3,1,0
BUILDING-CONSTRUCTION PRODUCTS,BUILDING,6,5,37.0,0.08842352895456475,-0.4735585194964388,129,1.0,6,0,0
UTILITY-GAS DISTRIBUTION,UTILITY,10,9,44.0,-0.09562465650776522,-0.47626790300388955,130,0.5,5,5,0
MEDICAL-PRODUCTS,MEDICAL,14,14,36.0,0.1059260789212169,-0.4816400062057185,131,0.7142857142857143,10,4,0
ELECTRONIC-MEASURING INSTR,ELECTRONICS,7,7,37.0,0.06590850898967054,-0.49525002582269007,132,1.0,7,0,0
AUTO MANUFACTURERS,AUTO,9,8,45.0,-0.14534516025308652,-0.49922596008797704,133,0.6666666666666666,6,3,0
LEISURE-RESTAURANTS,LEISURE,16,16,40.0,-0.026614628729878055,-0.5095574394458002,134,0.125,2,10,4
INSURANCE-BROKERS,INSURANCE,8,7,24.0,0.3405809205625464,-0.5548942656207573,135,0.0,0,0,8
RETAIL/WHLSL-FOOD,RETAIL,7,7,35.0,0.03873257580594993,-0.57131968710268,136,0.8571428571428571,6,1,0
UTILITY-ELECTRIC POWER,UTILITY,19,17,38.0,-0.05558091894708491,-0.587351973321003,137,0.47368421052631576,9,10,0
MEDICAL-HOSPITALS,MEDICAL,6,5,37.0,-0.06064722016778106,-0.6171768286379905,138,0.6666666666666666,4,2,0
MEDIA-NEWSPAPERS,MEDIA,4,2,50.0,-0.41714527932496775,-0.6363653660256496,139,1.0,4,0,0
RETAIL-JEWELRY,RETAIL,3,2,32.5,0.019193909351020375,-0.6525033538147328,140,0.6666666666666666,2,1,0
BEVERAGES-NON-ALCOHOLIC,FOOD_BEVERAGE,7,7,30.0,0.07940768885672704,-0.6568516151491078,141,1.0,7,0,0
LEISURE-TRAVEL BOOKING,LEISURE,5,4,16.0,0.4411043476397594,-0.6575984831912816,142,0.6,3,2,0
PAPER & PAPER PRODUCTS,BUSINESS_PRODUCTS,5,3,21.0,0.3042008832023613,-0.6647752401081463,143,0.8,4,1,0
MACHINERY-TOOLS & RELATED,MACHINERY,6,6,30.5,0.029697192939251178,-0.692271960498664,144,1.0,6,0,0
UTILITY-DIVERSIFIED,UTILITY,12,12,33.0,-0.047954610703107525,-0.7047239068242108,145,0.4166666666666667,5,7,0
COMMERCIAL SVCS-WASTE MGMT,BUSINESS_PRODUCTS,5,4,28.5,0.05958789308226991,-0.7133622684511898,146,1.0,5,0,0
OFFICE-OUTSOURCING SVCS,OFFICE,4,3,23.0,0.15975700548102637,-0.7540481909937928,147,0.75,3,1,0
FOOD-CONFECTIONERY,FOOD_BEVERAGE,3,3,37.0,-0.20302556856659232,-0.7543475195736198,148,1.0,3,0,0
BUILDING-WOOD PRODUCTS,BUILDING,5,4,25.0,0.07146973027293702,-0.7892185339059106,149,0.8,4,1,0
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,5,54.0,-0.684131815677142,-0.7938111118479432,150,0.8571428571428571,6,1,0
CONSUMER PRODUCTS-SOAPS/CLEANERS,CONSUMER,4,4,26.0,0.030588950419280767,-0.803660190515233,151,0.75,3,1,0
RETAIL-SUPER/MINI MARKETS,RETAIL,6,6,29.0,-0.05872199214354283,-0.81487289884064,152,0.6666666666666666,4,2,0
LEISURE-PRODUCTS,LEISURE,8,7,29.0,-0.06285144091172465,-0.8188513081078141,153,0.875,7,1,0
CHEMICALS-SPECIALTY,CHEMICAL,8,8,28.5,-0.054205913847737645,-0.8229939315258477,154,0.625,5,3,0
FOOD-CANNED,FOOD_BEVERAGE,4,4,19.5,0.13439702744716897,-0.865784107979067,155,0.25,1,3,0
FOOD-MISC PREPARATION,FOOD_BEVERAGE,7,6,21.0,0.0895036836017878,-0.8716196342337441,156,1.0,7,0,0
RETAIL-RESTAURANTS,RETAIL,19,19,25.0,-0.02475030683648208,-0.8819192086965806,157,0.3684210526315789,7,8,4
COMPUTER-TECH SERVICES,COMPUTER,6,5,23.0,0.020155037911642602,-0.8885440505315593,158,1.0,6,0,0
RETAIL/WHLSL-AUTO,RETAIL,12,12,30.5,-0.17483692346783594,-0.889324998288382,159,0.6666666666666666,8,4,0
TELECOM-INFRASTRUCTURE,TELECOM,9,9,28.0,-0.12045876613771854,-0.8992954369753322,160,0.5555555555555556,5,4,0
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,20.0,0.05741884607334843,-0.9274747907522972,161,1.0,6,0,0
MEDICAL-SYSTEMS/EQUIPMENT,MEDICAL,10,8,33.5,-0.29650244556936356,-0.9317088789174903,162,0.9,9,1,0
TELECOM-SVCS-DOMESTIC,TELECOM,8,5,32.0,-0.2609742997895537,-0.9348960074684801,163,0.75,6,2,0
INTERNET-CONTENT,INTERNET,10,10,19.5,0.033992796214471176,-0.9625159350155214,164,0.0,0,10,0
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,6,27.0,-0.2016930785154452,-1.0025023678333072,165,0.0,0,0,6
LEISURE-GAMING/EQUIPMENT,LEISURE,12,11,18.0,0.014551111738042619,-1.0186623068900937,166,0.0,0,0,12
BUILDING-RESIDENTIAL/COMMERCIAL,BUILDING,11,10,19.0,-0.03478866986260845,-1.041253567194852,167,1.0,11,0,0
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,8,18.0,-0.01708546874839646,-1.0491417418109847,168,0.9,9,1,0
MACHINERY-MATERIAL HANDLING,MACHINERY,7,4,25.5,-0.2329002936641711,-1.0699839320997926,169,1.0,7,0,0
AEROSPACE-DEFENSE,AEROSPACE,13,13,22.0,-0.14228438504649216,-1.0699859184504543,170,0.0,0,13,0
APPAREL-CLOTHING MFG,APPAREL,10,8,16.0,0.01294961546239187,-1.070092946714776,171,0.8,8,2,0
BUILDING-MAINT & SVCS,BUILDING,5,5,19.0,-0.08356158739925547,-1.0882425572532886,172,0.8,4,1,0
REIT-MORTGAGE,FINANCE,7,7,21.0,-0.13752760953351367,-1.0903469877506409,173,0.0,0,0,7
APPAREL-SHOES & RELATED,APPAREL,8,7,6.0,0.19392721457663722,-1.145173419477652,174,0.75,6,2,0
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,6,25.5,-0.32698883316662075,-1.160631071344056,175,0.8333333333333334,5,1,0
RETAIL-APPAREL/SHOES/ACC,RETAIL,15,11,12.0,0.011210539685001882,-1.1715438540876812,176,0.7333333333333333,11,4,0
COMPUTER SFTWR-DESIGN,SOFTWARE,9,7,12.0,0.010024820950770381,-1.1726862037487003,177,1.0,9,0,0
BUILDING-CEMENT/CONCRETE,BUILDING,5,4,17.0,-0.12015232151059192,-1.1733826619173038,178,0.8,4,1,0
ENERGY-SOLAR,ENERGY,10,8,13.5,-0.03468411400465975,-1.1783440660879458,179,0.8,8,2,0
COMPUTER-SERVICES,COMPUTER,10,9,20.0,-0.23464116475426017,-1.2088523592550158,180,0.9,9,1,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,5,14.0,-0.11325589394376302,-1.2415700596632198,181,0.0,0,0,7
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,3,16.0,-0.23104311295220545,-1.305161350838637,182,0.0,0,4,0
FOOD-PACKAGED,FOOD_BEVERAGE,7,6,14.0,-0.19903980309860647,-1.3242163202938664,183,0.8571428571428571,6,1,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,5,19.0,-0.33227203494475643,-1.3278561243187341,184,0.8,4,1,0
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,10.5,-0.11635238132450404,-1.3318567996502277,185,0.6666666666666666,4,2,0
BUILDING-A/C & HEATING,BUILDING,5,5,12.0,-0.178035379458698,-1.3538678786154603,186,1.0,5,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,3,10.0,-0.18699392820973543,-1.4123864779694362,187,0.75,3,1,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,10.0,-0.2653656752497096,-1.4878916851319277,188,0.6666666666666666,4,2,0
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,11.0,-0.30623095721054283,-1.5023184107022933,189,0.0,0,7,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,11.0,-0.37494439409646274,-1.5685185718939514,190,0.6,3,2,0
CONSUMER PRODUCTS-PET,CONSUMER,7,7,16.0,-0.59226243722864,-1.6531686486302257,191,0.8571428571428571,6,1,0
CHEMICALS-BASIC,CHEMICAL,7,7,14.0,-0.8034109958804817,-1.9064819177516072,192,0.2857142857142857,2,5,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,10.0,-1.6517947171346836,-2.8236104355411173,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
