group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
ENERGY-SOLAR,ENERGY,10,8,8.0,0.14122933788934391,-1.132859748584045,171,1.0,10,0,0
RETAIL-JEWELRY,RETAIL,3,2,14.5,-0.05274181493762043,-1.1395090516208162,172,1.0,3,0,0
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,5,27.0,-0.41167310229184995,-1.1397459969355257,173,1.0,7,0,0
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,12.0,0.0038194125310558984,-1.1530226724734531,174,1.0,6,0,0
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,3,22.0,-0.289082050595179,-1.1583395124332694,175,0.0,0,4,0
AEROSPACE-DEFENSE,AEROSPACE,13,13,19.0,-0.2126803943153844,-1.1669597621769876,176,0.0,0,13,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,14.0,-0.08063590431403989,-1.1771330531781146,177,1.0,6,0,0
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,6,23.5,-0.38209881331369216,-1.2028542130130782,178,1.0,6,0,0
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,16.5,-0.19388727416679888,-1.2141136239872723,179,0.8333333333333334,5,1,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,5,13.0,-0.10089380601143316,-1.2207340618773637,180,0.0,0,0,7
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,8,17.5,-0.24814671650174883,-1.2368855840875075,181,1.0,10,0,0
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,6,16.5,-0.28370673220912296,-1.2941162618113233,182,0.0,0,0,6
BUILDING-A/C & HEATING,BUILDING,5,5,7.0,-0.043930123938834005,-1.32333939671516,183,1.0,5,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,3,10.0,-0.14264263520785714,-1.3345915364308292,184,0.75,3,1,0
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,11.0,-0.19470317789857253,-1.3554049256859113,185,0.0,0,7,0
TELECOM-SVCS-DOMESTIC,TELECOM,8,5,13.0,-0.3544157168316826,-1.4465472882526154,186,0.875,7,1,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,5,14.0,-0.3867551413455677,-1.4497949795022298,187,1.0,5,0,0
FOOD-PACKAGED,FOOD_BEVERAGE,7,6,13.0,-0.3698449910021983,-1.4602902194643592,188,0.8571428571428571,6,1,0
CHEMICALS-BASIC,CHEMICAL,7,7,20.0,-0.6047393372261097,-1.4906114168415632,189,0.8571428571428571,6,1,0
COMPUTER-SERVICES,COMPUTER,10,9,12.0,-0.4207490293863802,-1.5311878944706372,190,1.0,10,0,0
CONSUMER PRODUCTS-PET,CONSUMER,7,7,25.0,-0.8530289110945117,-1.5839781999640228,191,1.0,7,0,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,13.0,-0.5894853523811312,-1.6559249813069699,192,1.0,5,0,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,7.0,-1.5039423225831379,-2.6237795206334833,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
