group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
FINANCE-CONSUMER LOANS,FINANCE,7,5,63.0,0.9276362546321733,0.9815169263886505,28,0.0,0,0,7
MEDICAL-GENERIC DRUGS,MEDICAL,4,4,79.0,0.46008109078790543,0.9730776634647147,29,1.0,4,0,0
STEEL-PRODUCERS,METALS,8,7,68.0,0.7022635353756685,0.907975790876016,30,1.0,8,0,0
MACHINERY-THERMAL PROCESSING,MACHINERY,5,4,72.0,0.5806564773089331,0.9016452323533168,31,1.0,5,0,0
CONSUMER PRODUCTS-COSMETICS,CONSUMER,6,5,73.0,0.4764454104836838,0.8340362161518576,32,1.0,6,0,0
INTERNET-NETWORK SOLUTIONS,INTERNET,10,10,70.0,0.5495082702586708,0.8225547557261491,33,1.0,10,0,0
ELECTRONIC-PARTS DISTRIBUTORS,ELECTRONICS,5,5,69.0,0.5735955946022914,0.8184887902127542,34,1.0,5,0,0
BANKS-NORTHEAST,BANKS,4,4,71.0,0.5123129742312943,0.814894938073993,35,0.0,0,0,4
ELEC-SEMICONDUCTOR MFG,CHIPS,15,14,64.0,0.7119630546165386,0.8141990584675993,36,1.0,15,0,0
MEDICAL-SUPPLIES,MEDICAL,10,7,72.0,0.4687132111605206,0.801505981417451,37,1.0,10,0,0
BANKS-SUPER REGIONAL,BANKS,5,5,72.0,0.4641354226734379,0.7974109042787195,38,0.0,0,0,5
ELECTRONIC-SCIENTIFIC INSTR,ELECTRONICS,8,8,75.0,0.3752763307016196,0.7947617884382099,39,1.0,8,0,0
INSURANCE-LIFE,INSURANCE,8,7,68.0,0.5752486518834857,0.7943541704942184,40,0.0,0,0,8
METAL ORES-NON-FERROUS,METALS,5,5,88.0,-0.05574042452140966,0.7421679860796783,41,1.0,5,0,0
OIL&GAS-INTL E&P,ENERGY,7,5,80.0,0.15652991707389524,0.7271482384335635,42,1.0,7,0,0
AEROSPACE-DEFENSE EQUIPMENT,AEROSPACE,7,6,75.5,0.2636845508033779,0.7077436448146576,43,0.0,0,7,0
METAL ORES-DIVERSIFIED,METALS,8,8,84.0,-0.013280851227712496,0.6776968777283554,44,1.0,8,0,0
OFFICE-AUTOMATION,OFFICE,3,3,55.0,0.8146766196264197,0.675561534649923,45,1.0,3,0,0
RETAIL-CONVENIENCE STORES,RETAIL,3,2,64.5,0.5015587379356218,0.6387878050399152,46,1.0,3,0,0
COMMERCIAL SVCS-SECURITY/SAFETY,BUSINESS_PRODUCTS,4,4,64.0,0.4857815118060983,0.611867546695132,47,1.0,4,0,0
COMPUTER-NETWORKING,COMPUTER,7,6,69.0,0.33086555005471996,0.601353756753952,48,1.0,7,0,0
TRANSPORTATION-SVCS/LOGISTICS,TRANSPORTATION,11,11,65.0,0.43317607118006596,0.5904225288248861,49,1.0,11,0,0
INTERNET-SERVICES,INTERNET,10,9,62.0,0.5155511787257185,0.5872713731005548,50,1.0,10,0,0
COMPUTER SFTWR-FINANCIAL,SOFTWARE,10,10,74.5,0.14054964112532956,0.5719795008999908,51,1.0,10,0,0
MEDIA-PERIODICALS,MEDIA,2,1,65.0,0.41119457121176284,0.5707588990505474,52,1.0,2,0,0
OIL&GAS-DRILLING,ENERGY,7,6,83.5,-0.1375860015508486,0.553692574864411,53,1.0,7,0,0
LEISURE-MOVIES & RELATED,LEISURE,7,7,84.0,-0.1660277497930197,0.5410565908099139,54,0.0,0,6,1
POLLUTION CONTROL,BUSINESS_PRODUCTS,5,3,71.0,0.16924895238711338,0.5080057847329104,55,1.0,5,0,0
TRANSPORTATION-RAIL,TRANSPORTATION,8,8,63.5,0.35280536350862773,0.4801065714390753,56,1.0,8,0,0
TRANSPORTATION-TRUCKING,TRANSPORTATION,8,8,63.0,0.34335710860496466,0.45884791704385053,57,1.0,8,0,0
ELECTRONIC-COMPONENTS/CONNECTORS,ELECTRONICS,8,8,61.0,0.3945412567516325,0.45340814457137085,58,1.0,8,0,0
TRANSPORTATION-AIR FREIGHT,TRANSPORTATION,6,4,64.0,0.3035364939993105,0.4488396112249458,59,1.0,6,0,0
HOUSEHOLD-HOUSEWARES,HOUSEHOLD,5,4,52.5,0.6284480119049226,0.44493664438701575,60,1.0,5,0,0
MACHINERY-CONSTRUCTION/MINING,MACHINERY,7,6,64.5,0.24042016952474385,0.4051853604189037,61,1.0,7,0,0
RETAIL-DEPARTMENT STORES,RETAIL,4,3,71.0,0.05073032736206415,0.40198452288923403,62,1.0,4,0,0
OIL&GAS-US E&P,ENERGY,16,11,69.0,0.10092859695420951,0.395662829213627,63,1.0,16,0,0
BANKS-MIDWEST,BANKS,7,6,59.5,0.3655361922512263,0.3890415078366716,64,0.0,0,0,7
TELECOM-CABLE/SATELLITE EQUIP,TELECOM,5,4,45.0,0.7788892689225495,0.38741415100956594,65,1.0,5,0,0
MEDICAL-OUTPATIENT/HOME CARE,MEDICAL,5,4,51.0,0.5492829848629782,0.3356992329402284,66,1.0,5,0,0
ELEC-SEMICONDUCTOR FABLESS,CHIPS,14,14,43.5,0.744918680993528,0.3186055874510879,67,1.0,14,0,0
FINANCE-CREDIT CARD/PAYMENT,FINANCE,10,9,58.0,0.3285135062165656,0.3175026789518605,68,0.6,6,2,2
OIL&GAS-INTEGRATED,ENERGY,8,8,68.5,0.012753747213114137,0.3039790165484988,69,1.0,8,0,0
COMPUTER SFTWR-HEALTHCARE,SOFTWARE,7,7,51.0,0.5085299075154387,0.2992434211765846,70,1.0,7,0,0
METAL ORES-SILVER,METALS,8,7,82.0,-0.4037034093818104,0.27721623947852214,71,1.0,8,0,0
MEDICAL-BIOMED/BIOTECH,MEDICAL,23,20,60.5,0.207998378271445,0.2737288583695783,72,1.0,23,0,0
BANKS-WEST/SOUTHWEST,BANKS,6,6,54.5,0.3519231534997073,0.24879707486736496,73,0.0,0,0,6
MEDICAL-ETHICAL DRUGS,MEDICAL,13,13,56.0,0.3075103811224358,0.24748752183898315,74,1.0,13,0,0
RETAIL-HOME FURNISHINGS,RETAIL,9,8,47.0,0.5606897481060482,0.2434497217879647,75,1.0,9,0,0
MACHINERY-ELECTRIC UTILITY,MACHINERY,4,4,53.0,0.37122704834339104,0.22764539128397646,76,1.0,4,0,0
OIL&GAS-TRANSPORT/PIPELINE,ENERGY,10,10,58.0,0.21969459461190605,0.22015833059865375,77,1.0,10,0,0
MEDIA-RADIO/TV,MEDIA,7,6,44.5,0.5924552400923924,0.20783223665329567,78,0.0,0,7,0
CHEMICALS-PLASTICS,CHEMICAL,4,4,60.0,0.1385571992802349,0.19880331818227392,79,1.0,4,0,0
METAL PROC & FABRICATION,METALS,8,7,45.0,0.5630053924367222,0.19429445364643605,80,1.0,8,0,0
COMMERCIAL SVCS-LEASING,BUSINESS_PRODUCTS,4,3,35.0,0.837032612791813,0.18329280768474415,81,1.0,4,0,0
MEDICAL-NURSING HOMES,MEDICAL,4,4,56.0,0.22733863372529636,0.1757695971544813,82,1.0,4,0,0
RETAIL-INTERNET,RETAIL,9,8,51.0,0.3392717508572902,0.14783292900762096,83,1.0,9,0,0
COMPUTER SFTWR-GAMING,SOFTWARE,8,4,45.0,0.5040398678103346,0.14154663173369703,84,0.0,0,8,0
RETAIL-CONSUMER ELECTRONICS,RETAIL,3,2,41.0,0.5598644204928551,0.08903121371390046,85,1.0,3,0,0
REIT-HEALTHCARE,FINANCE,7,6,49.0,0.3230891250356788,0.0821299668386261,86,0.0,0,7,0
CHEMICALS-FERTILIZERS,CHEMICAL,5,5,61.0,-0.03185072734293141,0.071977663208801,87,1.0,5,0,0
BANKS-SOUTHEAST,BANKS,5,3,49.0,0.3067967455776737,0.06755556025730931,88,0.0,0,0,5
COMMERCIAL SVCS-CONSULTING,BUSINESS_PRODUCTS,8,8,59.5,-0.0009336423417485285,0.06121460060602546,89,1.0,8,0,0
FINANCE-INVESTMENT MGMT,FINANCE,12,12,47.0,0.35418703666474244,0.05872197932115378,90,0.16666666666666666,2,9,1
METAL ORES-GOLD,METALS,10,10,73.0,-0.39815274076408486,0.05166129759507343,91,1.0,10,0,0
REIT-INDUSTRIAL/OFFICE,FINANCE,12,11,48.0,0.3139444289749937,0.048336178072686364,92,0.0,0,12,0
UTILITY-WATER SUPPLY,UTILITY,9,8,52.5,0.17284199532611064,0.03737264530208361,93,1.0,9,0,0
OFFICE-OUTSOURCING SVCS,OFFICE,4,3,59.0,-0.013582894270144773,0.03709248282141067,94,1.0,4,0,0
MACHINERY-GENERAL INDUSTRIAL,MACHINERY,11,11,52.0,0.17028107186478528,0.022275077994208525,95,1.0,11,0,0
INTERNET-E-COMMERCE,INTERNET,12,12,51.5,0.16906922838134134,0.008384335027678921,96,1.0,12,0,0
RETAIL/WHLSL-COMPUTER/CELL,RETAIL,2,2,38.0,0.5544500808812598,0.007347692614903367,97,1.0,2,0,0
COMMERCIAL SVCS-SCHOOLS,BUSINESS_PRODUCTS,4,4,49.0,0.2195316471792,-0.010507747051253676,98,1.0,4,0,0
HOUSEHOLD-APPLIANCES & WARES,HOUSEHOLD,5,5,52.0,0.09061505197452119,-0.04899044633198131,99,1.0,5,0,0
OIL&GAS-FIELD SERVICES,ENERGY,7,5,61.0,-0.19633404782334848,-0.07516148210178547,100,1.0,7,0,0
INSURANCE-BROKERS,INSURANCE,8,7,45.0,0.25502669922539406,-0.08120899290747352,101,0.0,0,0,8
LEISURE-HOTELS & MOTELS,LEISURE,7,6,44.5,0.25062130453804315,-0.0979565385776208,102,0.0,0,7,0
PAPER & PAPER PRODUCTS,BUSINESS_PRODUCTS,5,3,44.0,0.2648618681969869,-0.09802427521571949,103,1.0,5,0,0
FINANCE-INVESTMENT BANKS/BROKERS,FINANCE,10,10,39.0,0.39792068465475444,-0.10706287312783622,104,0.0,0,0,10
ELECTRONIC-MEASURING INSTR,ELECTRONICS,7,7,48.0,0.09195041634827367,-0.15024936352848783,105,1.0,7,0,0
INSURANCE-PROP/CAS/TITLE,INSURANCE,12,12,48.0,0.09162417305222192,-0.15054120564113582,106,0.0,0,0,12
LEISURE-TOYS/GAMES/HOBBY,LEISURE,5,5,54.0,-0.08017636323384346,-0.15054578434846094,107,1.0,5,0,0
REIT-RESIDENTIAL/COMMERCIAL,FINANCE,9,9,35.0,0.46264601825341367,-0.15161606559933855,108,0.0,0,9,0
LEISURE-TRAVEL BOOKING,LEISURE,5,4,35.0,0.45496034805719304,-0.15849130948733864,109,1.0,5,0,0
REIT-RETAIL,FINANCE,9,8,42.0,0.2470725487881443,-0.1651645109058879,110,0.0,0,9,0
TELECOM-WIRELESS SVCS,TELECOM,6,4,43.0,0.2078521907168304,-0.17463585508532695,111,1.0,6,0,0
TRANSPORTATION-AIRLINE,TRANSPORTATION,11,8,33.5,0.4734894828983487,-0.18033605741463665,112,1.0,11,0,0
MEDIA-DIVERSIFIED,MEDIA,9,9,53.0,-0.11768346352436322,-0.2097112637219483,113,0.0,0,8,1
CHEMICALS-AGRICULTURAL,CHEMICAL,4,4,54.0,-0.15098597368862385,-0.21388877579379967,114,1.0,4,0,0
CONSUMER SVCS-EDUCATION,CONSUMER,4,4,36.0,0.32009281623235214,-0.25352417660030013,115,1.0,4,0,0
MEDICAL-PRODUCTS,MEDICAL,14,14,46.0,0.009836570713938078,-0.27493133526631996,116,1.0,14,0,0
ENERGY-COAL,ENERGY,6,4,54.5,-0.24196607735810705,-0.2824686703908853,117,1.0,6,0,0
FOOD-DAIRY PRODUCTS,FOOD_BEVERAGE,3,2,47.0,-0.03528844409557625,-0.28968471134585455,118,1.0,3,0,0
CONSUMER PRODUCTS-ELECTRONICS,CONSUMER,4,3,33.0,0.32938370197029015,-0.322053085528226,119,1.0,4,0,0
CHEMICALS-PAINTS,CHEMICAL,4,4,38.0,0.17313156256989526,-0.3337621579861084,120,1.0,4,0,0
CONSUMER PRODUCTS-PERSONAL,CONSUMER,8,8,39.5,0.12725117414720102,-0.3363845722209449,121,1.0,8,0,0
INSURANCE-DIVERSIFIED,INSURANCE,8,7,40.0,0.10818516629683712,-0.340633454021699,122,0.0,0,2,6
BUILDING-CONSTRUCTION PRODUCTS,BUILDING,6,5,42.0,0.049599647082970495,-0.3418146046298899,123,1.0,6,0,0
RETAIL-DISCOUNT & VARIETY,RETAIL,8,5,49.0,-0.15203953302059248,-0.3428980813231871,124,1.0,8,0,0
FINANCE-SERVICES,FINANCE,10,9,40.0,0.040491918720355916,-0.4011886918574236,125,0.6,6,4,0
BUILDING-HEAVY CONSTRUCTION,BUILDING,7,7,33.0,0.2400861633154488,-0.40193451957051074,126,1.0,7,0,0
RETAIL/WHLSL-FOOD,RETAIL,7,7,39.0,0.04468664059698712,-0.4230496563801228,127,1.0,7,0,0
MEDIA-NEWSPAPERS,MEDIA,4,2,53.5,-0.3728385476310658,-0.42515447693613795,128,1.0,4,0,0
TOBACCO,ALCOHOL_TOBACCO,4,4,32.5,0.11951802095566541,-0.5225958685340806,129,0.0,0,0,4
CONSUMER SVCS-PERSONAL,CONSUMER,4,3,44.0,-0.21907214242220993,-0.5309291831495939,130,1.0,4,0,0
AGRICULTURAL OPERATIONS,AGRICULTURE,6,5,36.0,0.006201343444719416,-0.534316921368316,131,1.0,6,0,0
ENERGY-OTHER/ALTERNATIVE,ENERGY,6,6,14.0,0.6298367549193086,-0.5399357204357347,132,1.0,6,0,0
COMMERCIAL SVCS-WASTE MGMT,BUSINESS_PRODUCTS,5,4,35.0,0.012237118287541633,-0.5545309653453594,133,1.0,5,0,0
CHEMICALS-SPECIALTY,CHEMICAL,8,8,36.0,-0.044478002540801816,-0.5796523124063203,134,1.0,8,0,0
COMPUTER SFTWR-DESIGN,SOFTWARE,9,7,33.0,0.02791382431930754,-0.5917340477369979,135,1.0,9,0,0
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,8,40.0,-0.1783006666561908,-0.5969103852094946,136,1.0,10,0,0
COMPUTER-TECH SERVICES,COMPUTER,6,5,38.0,-0.13105692636573985,-0.6058750636873094,137,1.0,6,0,0
LEISURE-RESTAURANTS,LEISURE,16,15,39.0,-0.15995171302295502,-0.606109630859351,138,0.1875,3,9,4
AUTO/TRUCK-ORIGINAL EQUIPMENT,AUTO,9,9,29.0,0.1092952746619966,-0.6213874511310923,139,1.0,9,0,0
CONSUMER PRODUCTS-SOAPS/CLEANERS,CONSUMER,4,4,33.5,-0.035013096874737214,-0.6352188671579391,140,1.0,4,0,0
LEISURE-PRODUCTS,LEISURE,8,7,34.0,-0.05407205072845927,-0.6394614387806526,141,1.0,8,0,0
UTILITY-GAS DISTRIBUTION,UTILITY,10,8,36.0,-0.11322717098316878,-0.6411521280464585,142,1.0,10,0,0
MACHINERY-TOOLS & RELATED,MACHINERY,6,6,29.5,0.05808085001066943,-0.654394814687724,143,1.0,6,0,0
BUILDING-RESIDENTIAL/COMMERCIAL,BUILDING,11,10,35.0,-0.11292285325164896,-0.6664932675750641,144,1.0,11,0,0
FOOD-CONFECTIONERY,FOOD_BEVERAGE,3,3,40.0,-0.27169505130735944,-0.6804566675574193,145,1.0,3,0,0
FOOD-CANNED,FOOD_BEVERAGE,4,4,30.0,0.009301990175828802,-0.6852234349869866,146,1.0,4,0,0
TELECOM-CONSUMER PRODUCTS,TELECOM,4,2,31.0,-0.05311055079401269,-0.7154414297058791,147,1.0,4,0,0
MEDICAL-LONG-TERM CARE,MEDICAL,4,3,38.0,-0.26344411045749105,-0.7243024948726782,148,1.0,4,0,0
UTILITY-ELECTRIC POWER,UTILITY,19,17,29.0,-0.021081978206951194,-0.7380168911195873,149,1.0,19,0,0
LEISURE-GAMING/EQUIPMENT,LEISURE,12,11,26.0,0.06226426633322443,-0.740299312756254,150,0.0,0,0,12
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,5,46.0,-0.5151205771958439,-0.7445336380561925,151,1.0,7,0,0
RETAIL-RESTAURANTS,RETAIL,19,18,32.5,-0.1458462453239906,-0.7599784263661867,152,0.5263157894736842,10,5,4
BUILDING-WOOD PRODUCTS,BUILDING,5,4,25.0,0.04398551670895331,-0.782264001955391,153,1.0,5,0,0
MEDICAL-SYSTEMS/EQUIPMENT,MEDICAL,10,8,38.5,-0.35069917298869835,-0.7895501405357574,154,1.0,10,0,0
UTILITY-DIVERSIFIED,UTILITY,12,12,25.5,-0.028576190491737687,-0.8343676538155588,155,1.0,12,0,0
TELECOM-INFRASTRUCTURE,TELECOM,9,9,22.0,0.06448875222667493,-0.8407628631027753,156,1.0,9,0,0
RETAIL/WHLSL-AUTO,RETAIL,12,12,31.0,-0.20688135396753754,-0.8529976541704054,157,1.0,12,0,0
HOUSEHOLD-AUDIO/VIDEO,HOUSEHOLD,4,2,17.5,0.17036287194571706,-0.8613129451305007,158,1.0,4,0,0
AUTO MANUFACTURERS,AUTO,9,8,30.5,-0.2151670701147724,-0.8732163553441628,159,0.7777777777777778,7,2,0
FOOD-MISC PREPARATION,FOOD_BEVERAGE,7,6,23.0,-0.0004470240542314549,-0.8732380270349547,160,1.0,7,0,0
RETAIL-SUPER/MINI MARKETS,RETAIL,6,6,23.0,-0.0074038596700982135,-0.8794612893304575,161,1.0,6,0,0
BEVERAGES-NON-ALCOHOLIC,FOOD_BEVERAGE,7,7,24.0,-0.049393685320877956,-0.8914100706835733,162,1.0,7,0,0
APPAREL-CLOTHING MFG,APPAREL,10,8,18.5,0.09519830152016595,-0.902938313615975,163,1.0,10,0,0
MACHINERY-FARM,MACHINERY,5,5,22.0,-0.01341845848979844,-0.9104550383632961,164,1.0,5,0,0
MEDICAL-HOSPITALS,MEDICAL,6,5,30.0,-0.252256562205279,-0.9192015777775344,165,1.0,6,0,0
INTERNET-CONTENT,INTERNET,10,10,16.0,0.07178240212862987,-0.987918510669856,166,0.0,0,10,0
APPAREL-SHOES & RELATED,APPAREL,8,7,10.0,0.2432983231716532,-0.9881685355507929,167,1.0,8,0,0
RETAIL-APPAREL/SHOES/ACC,RETAIL,15,11,15.0,0.09294637068961246,-0.9945995746019829,168,1.0,15,0,0
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,16.0,0.00956819306895503,-1.043572454914644,169,1.0,6,0,0
BUILDING-MAINT & SVCS,BUILDING,5,5,19.0,-0.08042396185187561,-1.0472351562871929,170,1.0,5,0,0
MACHINERY-MATERIAL HANDLING,MACHINERY,7,4,22.0,-0.18714735501455493,-1.0658648469429288,171,1.0,7,0,0
BUILDING-CEMENT/CONCRETE,BUILDING,5,4,19.0,-0.11679093630385576,-1.0797673639467127,172,1.0,5,0,0
BUILDING-A/C & HEATING,BUILDING,5,4,14.0,0.011048935473548316,-1.0934745875738807,173,1.0,5,0,0
AEROSPACE-DEFENSE,AEROSPACE,13,13,19.0,-0.17996430275337033,-1.1362793258807542,174,0.0,0,13,0
REIT-MORTGAGE,FINANCE,7,7,17.0,-0.1312982837129875,-1.1439716997926885,175,0.0,0,0,7
RETAIL-JEWELRY,RETAIL,3,2,12.5,-0.04517785889090663,-1.1821925205638661,176,1.0,3,0,0
ENERGY-SOLAR,ENERGY,10,8,4.0,0.11425749151955314,-1.257282683430456,177,1.0,10,0,0
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,3,17.0,-0.2581945901509056,-1.2574872466445561,178,0.0,0,4,0
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,13.0,-0.14388815495033055,-1.2576874865373089,179,1.0,6,0,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,5,11.0,-0.09857067974903691,-1.2683753123715387,180,0.0,0,0,7
TELECOM-SVCS-DOMESTIC,TELECOM,8,5,19.0,-0.332198092757761,-1.2724606096924715,181,1.0,8,0,0
COMPUTER-SERVICES,COMPUTER,10,9,19.0,-0.34809083106338895,-1.286677515845052,182,1.0,10,0,0
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,6,16.0,-0.271540944404513,-1.2950396438431815,183,0.0,0,0,6
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,6,18.5,-0.36001310530867037,-1.3101493131312663,184,1.0,6,0,0
FOOD-PACKAGED,FOOD_BEVERAGE,7,6,16.5,-0.30569371283983915,-1.3127844415306837,185,1.0,7,0,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,10.0,-0.14224279393151723,-1.3330557270724592,186,1.0,6,0,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,5,17.0,-0.36499823749421934,-1.3530288331120999,187,1.0,5,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,3,9.0,-0.15725634974295158,-1.3720995254147546,188,1.0,4,0,0
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,11.0,-0.2261142553921428,-1.3824698762164913,189,0.0,0,7,0
CHEMICALS-BASIC,CHEMICAL,7,7,24.0,-0.6886046029063704,-1.4632184936411021,190,1.0,7,0,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,10.0,-0.47230784035645734,-1.6283166002480272,191,1.0,5,0,0
CONSUMER PRODUCTS-PET,CONSUMER,7,7,18.0,-0.7683854865620248,-1.688266978053667,192,1.0,7,0,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,8.0,-1.9732985698936563,-3.0222599863872754,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
