group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
LEISURE-TOYS/GAMES/HOBBY,LEISURE,5,4,67.5,0.08185142136219879,0.2909666750388355,74,1.0,5,0,0
TELECOM-CABLE/SATELLITE EQUIP,TELECOM,5,4,43.0,0.7358414018297027,0.2904609746719198,75,1.0,5,0,0
HOUSEHOLD-AUDIO/VIDEO,HOUSEHOLD,4,2,62.0,0.22603828594341466,0.28835745647743094,76,1.0,4,0,0
BANKS-SOUTHEAST,BANKS,5,2,56.5,0.3586367492732811,0.2747399538453585,77,0.0,0,0,5
OIL&GAS-US E&P,ENERGY,16,12,67.0,0.06444154483141477,0.2617394245497116,78,1.0,16,0,0
METAL PROC & FABRICATION,METALS,8,7,49.0,0.5427818451850887,0.25933299088791084,79,1.0,8,0,0
ELECTRONIC-COMPONENTS/CONNECTORS,ELECTRONICS,8,8,58.0,0.29078903268740236,0.24835544988099284,80,1.0,8,0,0
OIL&GAS-INTEGRATED,ENERGY,8,6,67.5,0.022538822507680818,0.23462327416772127,81,1.0,8,0,0
COMPUTER-NETWORKING,COMPUTER,7,6,61.0,0.19576923189222595,0.23422584580474015,82,1.0,7,0,0
RETAIL-CONSUMER ELECTRONICS,RETAIL,3,2,47.0,0.5688039830006304,0.23329679599972608,83,1.0,3,0,0
REIT-HEALTHCARE,FINANCE,7,6,55.5,0.335044919795268,0.22695130483846282,84,0.0,0,7,0
MEDICAL-SUPPLIES,MEDICAL,10,6,53.0,0.39766295362733994,0.2229900945807296,85,1.0,10,0,0
RETAIL-INTERNET,RETAIL,9,9,57.0,0.2892733601690593,0.22153782196058225,86,1.0,9,0,0
OIL&GAS-TRANSPORT/PIPELINE,ENERGY,10,9,58.0,0.22621225105714343,0.1870113920479422,87,1.0,10,0,0
ELEC-SEMICONDUCTOR FABLESS,CHIPS,14,14,42.0,0.6410994198088383,0.1750839608962557,88,1.0,14,0,0
MACHINERY-ELECTRIC UTILITY,MACHINERY,4,4,52.5,0.3296181908154086,0.1456627481440371,89,1.0,4,0,0
FINANCE-INVESTMENT MGMT,FINANCE,12,11,50.0,0.37502353211804074,0.1253505154393489,90,0.16666666666666666,2,9,1
MEDIA-RADIO/TV,MEDIA,7,6,43.5,0.5358772810597329,0.11319600419271644,91,0.0,0,7,0
FINANCE-INVESTMENT BANKS/BROKERS,FINANCE,10,9,48.0,0.41132314435900547,0.10907730299802287,92,0.0,0,0,10
CHEMICALS-PLASTICS,CHEMICAL,4,2,61.5,0.03261571775557852,0.09192873722849235,93,1.0,4,0,0
RETAIL/WHLSL-COMPUTER/CELL,RETAIL,2,2,42.0,0.5477067211557022,0.08636651535731357,94,1.0,2,0,0
UTILITY-WATER SUPPLY,UTILITY,9,8,54.0,0.209326301128148,0.06945943459331351,95,1.0,9,0,0
CHEMICALS-AGRICULTURAL,CHEMICAL,4,4,67.0,-0.14500834774614801,0.06277462638169956,96,1.0,4,0,0
HOUSEHOLD-APPLIANCES & WARES,HOUSEHOLD,5,5,56.0,0.12838388240268314,0.043324666431102554,97,1.0,5,0,0
METAL ORES-GOLD,METALS,10,7,72.0,-0.3120808611797043,0.030954940152014165,98,1.0,10,0,0
REIT-INDUSTRIAL/OFFICE,FINANCE,12,10,45.5,0.31960382071732546,-0.041495112458480296,99,0.0,0,12,0
TRANSPORTATION-AIRLINE,TRANSPORTATION,11,8,38.5,0.49089059286004727,-0.05642779438150258,100,1.0,11,0,0
TELECOM-WIRELESS SVCS,TELECOM,6,4,48.0,0.2335102679115002,-0.05983423301983541,101,1.0,6,0,0
MACHINERY-GENERAL INDUSTRIAL,MACHINERY,11,8,48.0,0.23067253058284418,-0.06252991277360179,102,1.0,11,0,0
REIT-RETAIL,FINANCE,9,7,46.0,0.2730470463531897,-0.07303233230718835,103,0.0,0,9,0
INTERNET-E-COMMERCE,INTERNET,12,12,48.0,0.21250959663268598,-0.07978360740700398,104,1.0,12,0,0
OIL&GAS-FIELD SERVICES,ENERGY,7,6,61.5,-0.19877448565637315,-0.1278780363790204,105,1.0,7,0,0
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,4,52.5,0.029302929399154895,-0.1396186842746091,106,1.0,7,0,0
INSURANCE-BROKERS,INSURANCE,8,5,41.0,0.3014909535809964,-0.1729014825557818,107,0.0,0,0,8
INSURANCE-PROP/CAS/TITLE,INSURANCE,12,12,46.5,0.11701209913063476,-0.20856723054339787,108,0.0,0,0,12
ENERGY-COAL,ENERGY,6,3,57.0,-0.18700247283856108,-0.23089556829084024,109,1.0,6,0,0
CONSUMER PRODUCTS-PERSONAL,CONSUMER,8,8,43.0,0.1773675023698085,-0.2400556339579564,110,1.0,8,0,0
REIT-RESIDENTIAL/COMMERCIAL,FINANCE,9,9,33.0,0.43533760604249994,-0.2487778561135324,111,0.0,0,9,0
INSURANCE-DIVERSIFIED,INSURANCE,8,6,44.0,0.1278319762438982,-0.2617335736861542,112,0.0,0,2,6
APPAREL-SHOES & RELATED,APPAREL,8,6,36.0,0.3407738576047001,-0.26247423788480884,113,1.0,8,0,0
MACHINERY-FARM,MACHINERY,5,4,44.0,0.10187121293077427,-0.28639473712394603,114,1.0,5,0,0
MEDICAL-HOSPITALS,MEDICAL,6,4,40.0,0.1899025050571316,-0.3042816260841738,115,1.0,6,0,0
FINANCE-SERVICES,FINANCE,10,9,43.0,0.0898233682952149,-0.3232172949766874,116,0.6,6,4,0
MEDICAL-PRODUCTS,MEDICAL,14,14,43.0,0.07946588705324922,-0.3330562790863285,117,1.0,14,0,0
FOOD-DAIRY PRODUCTS,FOOD_BEVERAGE,3,2,46.5,-0.016244719813437832,-0.33515319227121476,118,1.0,3,0,0
LEISURE-MOVIES & RELATED,LEISURE,7,6,55.0,-0.25207273959633375,-0.34346406771986737,119,0.0,0,6,1
CHEMICALS-PAINTS,CHEMICAL,4,4,37.0,0.21824039761889155,-0.3534958234768404,120,1.0,4,0,0
LEISURE-RESTAURANTS,LEISURE,16,15,47.0,-0.07806828090813873,-0.3811929411169054,121,0.1875,3,9,4
MEDIA-DIVERSIFIED,MEDIA,9,9,47.0,-0.09369665438704029,-0.3960389557730001,122,0.0,0,8,1
COMMERCIAL SVCS-CONSULTING,BUSINESS_PRODUCTS,8,7,41.0,0.06449883633608354,-0.3980297373128586,123,1.0,8,0,0
ELECTRONIC-MEASURING INSTR,ELECTRONICS,7,7,40.0,0.08401724207072167,-0.40486625623029004,124,1.0,7,0,0
LEISURE-HOTELS & MOTELS,LEISURE,7,6,35.0,0.21643808186517435,-0.40596357543298933,125,0.0,0,7,0
COMPUTER SFTWR-GAMING,SOFTWARE,8,4,25.0,0.4695363139790868,-0.41931378249447304,126,0.0,0,8,0
CONSUMER SVCS-PERSONAL,CONSUMER,4,3,50.0,-0.21041098137380948,-0.4307770546636507,127,1.0,4,0,0
AUTO/TRUCK-ORIGINAL EQUIPMENT,AUTO,9,9,39.0,0.08171013111927629,-0.4324357030519508,128,1.0,9,0,0
PAPER & PAPER PRODUCTS,BUSINESS_PRODUCTS,5,3,30.0,0.29254423897019904,-0.46055645549422874,129,1.0,5,0,0
ENERGY-OTHER/ALTERNATIVE,ENERGY,6,6,19.5,0.5319615337960614,-0.4995916450843187,130,1.0,6,0,0
RETAIL-SUPER/MINI MARKETS,RETAIL,6,5,39.0,0.006174254868212679,-0.5041902415135606,131,1.0,6,0,0
BUILDING-CONSTRUCTION PRODUCTS,BUILDING,6,5,36.0,0.07786157347123221,-0.5122250919184774,132,1.0,6,0,0
COMMERCIAL SVCS-SCHOOLS,BUSINESS_PRODUCTS,4,3,38.0,0.023164964665354105,-0.5134279195141741,133,1.0,4,0,0
RETAIL/WHLSL-AUTO,RETAIL,12,11,45.0,-0.17055068818803837,-0.5198013250224474,134,1.0,12,0,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,4,32.5,0.15816530705848755,-0.524763781524875,135,0.0,0,0,7
UTILITY-GAS DISTRIBUTION,UTILITY,10,7,41.0,-0.08626196218652722,-0.5412434266614532,136,1.0,10,0,0
MEDIA-NEWSPAPERS,MEDIA,4,2,51.5,-0.40466252804237673,-0.5772375931896113,137,1.0,4,0,0
BEVERAGES-NON-ALCOHOLIC,FOOD_BEVERAGE,7,7,33.0,0.08619665437700504,-0.5804407570844085,138,1.0,7,0,0
RETAIL/WHLSL-FOOD,RETAIL,7,7,34.0,0.04988218695894071,-0.5895594863732889,139,1.0,7,0,0
BUILDING-HEAVY CONSTRUCTION,BUILDING,7,6,31.5,0.11060881483061077,-0.595317418512967,140,1.0,7,0,0
COMMERCIAL SVCS-LEASING,BUSINESS_PRODUCTS,4,2,26.0,0.25642110491820086,-0.5963825806232893,141,1.0,4,0,0
TOBACCO,ALCOHOL_TOBACCO,4,3,28.0,0.183946783032327,-0.6144731661992883,142,0.0,0,0,4
AGRICULTURAL OPERATIONS,AGRICULTURE,6,4,32.5,0.01812748021604771,-0.6577912928341734,143,1.0,6,0,0
COMMERCIAL SVCS-WASTE MGMT,BUSINESS_PRODUCTS,5,3,31.0,0.048435171959079704,-0.6670675541925362,144,1.0,5,0,0
OFFICE-OUTSOURCING SVCS,OFFICE,4,2,32.5,-0.013351128566178573,-0.6876940775331253,145,1.0,4,0,0
REIT-MORTGAGE,FINANCE,7,6,31.5,-0.03535434734351404,-0.7339736419396989,146,0.0,0,0,7
UTILITY-ELECTRIC POWER,UTILITY,19,16,31.5,-0.04898563327623712,-0.7469225435647994,147,1.0,19,0,0
CONSUMER PRODUCTS-SOAPS/CLEANERS,CONSUMER,4,4,28.5,0.01861976481790925,-0.7588349728989346,148,1.0,4,0,0
MACHINERY-TOOLS & RELATED,MACHINERY,6,6,26.0,0.04930298181721405,-0.793132338059736,149,1.0,6,0,0
UTILITY-DIVERSIFIED,UTILITY,12,11,29.0,-0.03593402989799619,-0.7979688810087557,150,1.0,12,0,0
LEISURE-PRODUCTS,LEISURE,8,6,29.0,-0.03956977650897465,-0.8014226215752516,151,1.0,8,0,0
COMPUTER-TECH SERVICES,COMPUTER,6,5,29.0,-0.045568367924939325,-0.8071209225659185,152,1.0,6,0,0
BUILDING-WOOD PRODUCTS,BUILDING,5,4,24.5,0.07054511495463206,-0.8110203347408007,153,1.0,5,0,0
RETAIL-RESTAURANTS,RETAIL,19,18,29.5,-0.0705801807506079,-0.8181917250234059,154,0.5263157894736842,10,5,4
CHEMICALS-SPECIALTY,CHEMICAL,8,7,28.0,-0.08256800221589748,-0.8676461795779762,155,1.0,8,0,0
FOOD-CANNED,FOOD_BEVERAGE,4,4,21.0,0.08968877208640258,-0.8816574178013721,156,1.0,4,0,0
AUTO MANUFACTURERS,AUTO,9,6,31.0,-0.18801945150607421,-0.8916852221926077,157,0.7777777777777778,7,2,0
LEISURE-TRAVEL BOOKING,LEISURE,5,3,5.0,0.5039110091685851,-0.8942164940391072,158,1.0,5,0,0
FOOD-MISC PREPARATION,FOOD_BEVERAGE,7,5,21.0,0.0763238639749952,-0.8943532765205904,159,1.0,7,0,0
MEDICAL-SYSTEMS/EQUIPMENT,MEDICAL,10,8,35.0,-0.3132278872468284,-0.9091143832177597,160,1.0,10,0,0
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,7,27.0,-0.1085749017017822,-0.9177289998100964,161,1.0,10,0,0
TELECOM-INFRASTRUCTURE,TELECOM,9,9,24.0,-0.03678739632392733,-0.9256686788058092,162,1.0,9,0,0
BUILDING-RESIDENTIAL/COMMERCIAL,BUILDING,11,8,24.0,-0.062339142870680306,-0.9499413009205818,163,1.0,11,0,0
LEISURE-GAMING/EQUIPMENT,LEISURE,12,11,20.0,0.03864567394515207,-0.9555231206650241,164,0.0,0,0,12
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,20.0,0.03551441135516307,-0.9584976317595928,165,1.0,6,0,0
APPAREL-CLOTHING MFG,APPAREL,10,7,16.0,0.10611456233353354,-0.9929430562132823,166,1.0,10,0,0
FOOD-CONFECTIONERY,FOOD_BEVERAGE,3,2,28.5,-0.24159569500114772,-1.0060240060655306,167,1.0,3,0,0
MACHINERY-MATERIAL HANDLING,MACHINERY,7,4,26.5,-0.21169516410759068,-1.0283759608403058,168,1.0,7,0,0
BUILDING-MAINT & SVCS,BUILDING,5,5,21.0,-0.06789034233578037,-1.0313480970882725,169,1.0,5,0,0
INTERNET-CONTENT,INTERNET,10,6,18.0,-0.005125447760334071,-1.0478587135772333,170,0.0,0,10,0
RETAIL-APPAREL/SHOES/ACC,RETAIL,15,9,13.0,0.05647755059424951,-1.1162287219915537,171,1.0,15,0,0
CONSUMER SVCS-EDUCATION,CONSUMER,4,3,16.0,-0.042703862295861095,-1.1343116072098127,172,1.0,4,0,0
AEROSPACE-DEFENSE,AEROSPACE,13,13,20.0,-0.15712497509941406,-1.141493460372639,173,0.0,0,13,0
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,6,26.5,-0.33668435949448894,-1.1471081775404277,174,1.0,6,0,0
COMPUTER SFTWR-DESIGN,SOFTWARE,9,6,12.0,0.026016998275982355,-1.170542244498096,175,1.0,9,0,0
RETAIL-JEWELRY,RETAIL,3,2,13.5,-0.032009031504532943,-1.1875967368360536,176,1.0,3,0,0
BUILDING-CEMENT/CONCRETE,BUILDING,5,4,15.0,-0.10374022691517544,-1.2176703120672987,177,1.0,5,0,0
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,5,21.0,-0.28804292898995476,-1.2404798107920298,178,0.0,0,0,6
TELECOM-SVCS-DOMESTIC,TELECOM,8,5,21.0,-0.29477913476023027,-1.2468788010469651,179,1.0,8,0,0
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,13.0,-0.11670664264651559,-1.2807432874085716,180,1.0,6,0,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,5,20.0,-0.3419395820345882,-1.3170562191539081,181,1.0,5,0,0
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,3,16.0,-0.2359757953388633,-1.317908317030049,182,0.0,0,4,0
ENERGY-SOLAR,ENERGY,10,6,5.0,0.05642700927241022,-1.3192993748516937,183,1.0,10,0,0
COMPUTER-SERVICES,COMPUTER,10,9,17.0,-0.29112593413719184,-1.3449198010413768,184,1.0,10,0,0
BUILDING-A/C & HEATING,BUILDING,5,5,11.0,-0.13092782406300946,-1.3450082146683793,185,1.0,5,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,3,11.0,-0.16943074382192108,-1.3815836722369437,186,1.0,4,0,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,12.0,-0.20637925407883043,-1.3913047040809041,187,1.0,6,0,0
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,11.0,-0.2666219346020702,-1.4739094567924076,188,0.0,0,7,0
FOOD-PACKAGED,FOOD_BEVERAGE,7,5,11.0,-0.290996803080172,-1.497064115538873,189,1.0,7,0,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,10.0,-0.3981267023880471,-1.6242089055229658,190,1.0,5,0,0
CONSUMER PRODUCTS-PET,CONSUMER,7,7,17.0,-0.6573975066938064,-1.6928557613399495,191,1.0,7,0,0
CHEMICALS-BASIC,CHEMICAL,7,5,16.0,-0.8897742079242947,-1.9389774787363752,192,1.0,7,0,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,12.0,-1.6857099077927042,-2.7965798336966285,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
