group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
MINING-IRON/MANGANESE/MISC,MINING,5,4,72.0,1.0218188517756166,1.2612340484020184,18,1.0,5,0,0
COMMERCIAL SVCS-STAFFING,BUSINESS_PRODUCTS,6,4,83.0,0.6707363594176166,1.2515649689877826,19,1.0,6,0,0
ELECTRONIC-PARTS DISTRIBUTORS,ELECTRONICS,5,5,84.0,0.5902191468590995,1.2108135304659542,20,1.0,5,0,0
STEEL-PRODUCERS,METALS,8,7,81.0,0.6520865920397214,1.185653157169238,21,1.0,8,0,0
SAVINGS & LOAN,BANKS,4,2,83.5,0.5652468546390528,1.177673175369085,22,0.0,0,0,4
ELEC-SEMICONDUCTOR MFG,CHIPS,15,14,73.0,0.8881428243650443,1.176870592357167,23,1.0,15,0,0
TELECOM-CABLE/SATELLITE EQUIP,TELECOM,5,3,77.0,0.7429642837931928,1.1589873980205116,24,1.0,5,0,0
CHEMICALS-SYNTHETIC FIBERS,CHEMICAL,2,2,87.5,0.36722498842940277,1.1164367939814324,25,1.0,2,0,0
AEROSPACE-DEFENSE EQUIPMENT,AEROSPACE,7,6,86.0,0.358825531982559,1.071587278188347,26,0.0,0,7,0
OIL&GAS-MACHINERY/EQUIP,ENERGY,6,4,88.0,0.2962340295943252,1.070847948695827,27,1.0,6,0,0
OIL&GAS-INTL E&P,ENERGY,7,5,87.0,0.32661445729739463,1.0704666729961443,28,1.0,7,0,0
ELECTRONIC-COMPONENTS/CONNECTORS,ELECTRONICS,8,8,78.5,0.5688979323929104,1.054140160202211,29,1.0,8,0,0
MEDICAL-RESEARCH EQUIP/SVCS,MEDICAL,5,5,82.0,0.4370827245412165,1.0345675366650071,30,1.0,5,0,0
MEDICAL-GENERIC DRUGS,MEDICAL,4,4,91.0,0.15867784590452394,1.033912532247332,31,1.0,4,0,0
MEDICAL-NURSING HOMES,MEDICAL,4,4,88.0,0.18687465134504042,0.9811284330559799,32,1.0,4,0,0
INSURANCE-ACC & HEALTH,INSURANCE,7,6,63.0,0.9497135208178149,0.9743270098099528,33,0.0,0,0,7
MEDICAL-MANAGED CARE,MEDICAL,6,6,63.0,0.9497135208178149,0.9743270098099528,33,1.0,6,0,0
BANKS-FOREIGN,BANKS,10,10,84.5,0.28479833899807994,0.9728961181855235,35,0.0,0,0,10
ELEC-SEMICONDUCTOR FABLESS,CHIPS,14,12,61.0,0.9269876494096667,0.9050711219263603,36,1.0,14,0,0
COMMERCIAL SVCS-HEALTHCARE,BUSINESS_PRODUCTS,5,5,82.0,0.23357417604402342,0.8676071104808366,37,1.0,5,0,0
BUILDING-HEAVY CONSTRUCTION,BUILDING,7,7,68.0,0.6265715561304631,0.8357465411046217,38,1.0,7,0,0
INSURANCE-LIFE,INSURANCE,8,7,74.0,0.420163831291987,0.8182416765377326,39,0.0,0,0,8
BANKS-NORTHEAST,BANKS,4,4,75.5,0.33846054828058825,0.789170013631453,40,0.0,0,0,4
TRANSPORTATION-TRUCKING,TRANSPORTATION,8,8,67.0,0.5682766564067306,0.7626151496553593,41,1.0,8,0,0
COMPUTER SFTWR-DATABASE,SOFTWARE,5,4,73.0,0.3765112311114215,0.757122972467434,42,1.0,5,0,0
OIL&GAS-US E&P,ENERGY,16,12,76.5,0.2600723803099027,0.7501652643488452,43,1.0,16,0,0
OIL&GAS-DRILLING,ENERGY,7,6,79.5,0.1489999690585322,0.7349573967720674,44,1.0,7,0,0
REIT-HEALTHCARE,FINANCE,7,6,71.5,0.34543180419216135,0.693666584560712,45,0.0,0,7,0
MACHINERY-THERMAL PROCESSING,MACHINERY,5,4,70.0,0.38781812448164465,0.6904822223476896,46,1.0,5,0,0
BANKS-SUPER REGIONAL,BANKS,5,5,71.0,0.29794877744924647,0.6420582001972066,47,0.0,0,0,5
TRANSPORTATION-AIRLINE,TRANSPORTATION,11,8,73.0,0.22170642013203573,0.6301195742940412,48,1.0,11,0,0
MACHINERY-ELECTRIC UTILITY,MACHINERY,4,4,64.0,0.46332642718196165,0.6005959062057735,49,1.0,4,0,0
FINANCE-CONSUMER LOANS,FINANCE,7,5,54.0,0.7474841799215561,0.5806649463476778,50,0.0,0,0,7
TRANSPORTATION-SVCS/LOGISTICS,TRANSPORTATION,11,11,62.0,0.4873899522908808,0.5697265020403206,51,1.0,11,0,0
LEISURE-MOVIES & RELATED,LEISURE,7,6,80.0,-0.08470131687051913,0.5558793896955491,52,0.0,0,6,1
COMMERCIAL SVCS-SECURITY/SAFETY,BUSINESS_PRODUCTS,4,4,71.0,0.17741818387894037,0.5431737090083417,53,1.0,4,0,0
METAL PROC & FABRICATION,METALS,8,7,59.0,0.523197309677318,0.5231861749448872,54,1.0,8,0,0
OIL&GAS-INTEGRATED,ENERGY,8,8,72.5,0.09443259265607952,0.5130500277614756,55,1.0,8,0,0
MEDICAL-LONG-TERM CARE,MEDICAL,4,3,85.0,-0.30859592086512516,0.4987224374040432,56,1.0,4,0,0
TRANSPORTATION-RAIL,TRANSPORTATION,8,8,65.5,0.28741585301615286,0.4942356497885756,57,1.0,8,0,0
OIL&GAS-TRANSPORT/PIPELINE,ENERGY,10,9,63.0,0.3554138049283532,0.48675764440118413,58,1.0,10,0,0
REIT-RETAIL,FINANCE,9,8,63.5,0.31671668633930766,0.4676629850867168,59,0.0,0,9,0
RETAIL/WHLSL-FOOD,RETAIL,7,6,64.0,0.25255509274150173,0.4276770185941756,60,1.0,7,0,0
MEDICAL-OUTPATIENT/HOME CARE,MEDICAL,5,4,52.0,0.5969014525641774,0.4065140291521051,61,1.0,5,0,0
RETAIL-INTERNET,RETAIL,9,7,57.0,0.42099126849149326,0.38872396960061006,62,1.0,9,0,0
TELECOM-INFRASTRUCTURE,TELECOM,9,8,56.0,0.4392653935498419,0.3784105634621658,63,1.0,9,0,0
BANKS-MIDWEST,BANKS,7,6,64.0,0.16736307844157983,0.3577846473889479,64,0.0,0,0,7
TRANSPORTATION-AIR FREIGHT,TRANSPORTATION,6,4,62.0,0.18725960776626868,0.3234965986644321,65,1.0,6,0,0
METAL ORES-NON-FERROUS,METALS,5,5,71.0,-0.09305103744649122,0.3212780844969337,66,1.0,5,0,0
MEDIA-NEWSPAPERS,MEDIA,4,2,67.5,-0.02135106467962114,0.2915315745429847,67,1.0,4,0,0
REIT-INDUSTRIAL/OFFICE,FINANCE,12,11,57.0,0.26697759498736623,0.2623696284374259,68,0.0,0,12,0
RETAIL-CONSUMER ELECTRONICS,RETAIL,3,2,52.5,0.4023464042340655,0.25955198261527807,69,1.0,3,0,0
HOUSEHOLD-APPLIANCES & WARES,HOUSEHOLD,5,5,70.0,-0.1431337049650825,0.2548840895797518,70,1.0,5,0,0
MACHINERY-CONSTRUCTION/MINING,MACHINERY,7,5,53.0,0.37618133599857106,0.2507387413711639,71,1.0,7,0,0
MACHINERY-TOOLS & RELATED,MACHINERY,6,5,61.0,0.11943739877775127,0.2425489084553225,72,1.0,6,0,0
RETAIL-DISCOUNT & VARIETY,RETAIL,8,7,67.0,-0.07531016852248082,0.23461015246881403,73,1.0,8,0,0
COMMERCIAL SVCS-LEASING,BUSINESS_PRODUCTS,4,3,42.0,0.6854978126203619,0.2261425683484561,74,1.0,4,0,0
BANKS-WEST/SOUTHWEST,BANKS,6,6,58.0,0.1863194823381524,0.22150259408748205,75,0.0,0,0,6
METAL ORES-DIVERSIFIED,METALS,8,7,71.0,-0.2228622827757318,0.21477965480582478,76,1.0,8,0,0
MEDICAL-SUPPLIES,MEDICAL,10,7,57.0,0.2076189943578872,0.213671245337659,77,1.0,10,0,0
ELECTRONIC-SCIENTIFIC INSTR,ELECTRONICS,8,7,64.0,-0.02957789622966939,0.1962123237344885,78,1.0,8,0,0
BANKS-SOUTHEAST,BANKS,5,3,58.0,0.1349687333338762,0.1793739316703916,79,0.0,0,0,5
LEISURE-HOTELS & MOTELS,LEISURE,7,5,51.0,0.3045279275503492,0.14134221813502185,80,0.0,0,7,0
HOUSEHOLD-HOUSEWARES,HOUSEHOLD,5,5,54.0,0.20474344740659503,0.13539508089307414,81,1.0,5,0,0
OFFICE EQUIPMENT/SUPPLIES,OFFICE,7,3,69.0,-0.26761658546364775,0.1274514240069201,82,1.0,7,0,0
CHEMICALS-PLASTICS,CHEMICAL,4,4,61.0,-0.029588389686761182,0.12028667751611341,83,1.0,4,0,0
MEDICAL-ETHICAL DRUGS,MEDICAL,13,12,62.0,-0.06050990439395651,0.12022404008546994,84,1.0,13,0,0
OFFICE-AUTOMATION,OFFICE,3,3,55.0,0.1427055791749828,0.10980427924477067,85,1.0,3,0,0
POLLUTION CONTROL,BUSINESS_PRODUCTS,5,3,56.0,0.1002854097889677,0.10030803177711763,86,1.0,5,0,0
RETAIL/WHLSL-COMPUTER/CELL,RETAIL,2,2,44.0,0.4698505277095653,0.09983476092896956,87,1.0,2,0,0
RETAIL-DEPARTMENT STORES,RETAIL,4,2,67.0,-0.24867649361353175,0.09237870451769975,88,1.0,4,0,0
ENERGY-OTHER/ALTERNATIVE,ENERGY,6,6,24.5,1.0582139516218243,0.08907319134555558,89,1.0,6,0,0
AUTO/TRUCK-ORIGINAL EQUIPMENT,AUTO,9,9,49.0,0.28735398548461605,0.07664118800064487,90,1.0,9,0,0
APPAREL-CLOTHING MFG,APPAREL,10,7,54.0,0.12373628041584646,0.06893599981455029,91,1.0,10,0,0
INSURANCE-PROP/CAS/TITLE,INSURANCE,12,12,57.5,0.011426891659608177,0.06536614320432661,92,0.0,0,0,12
OIL&GAS-FIELD SERVICES,ENERGY,7,6,60.0,-0.08664126895018942,0.048174251937882745,93,1.0,7,0,0
MACHINERY-GENERAL INDUSTRIAL,MACHINERY,11,11,54.5,0.02869023078228022,0.0036121200978482537,94,1.0,11,0,0
COMMERCIAL SVCS-SCHOOLS,BUSINESS_PRODUCTS,4,4,49.5,0.1494682326954792,-0.023828807932182984,95,1.0,4,0,0
RETAIL-APPAREL/SHOES/ACC,RETAIL,15,11,51.0,0.09341676100279253,-0.031855471098674544,96,1.0,15,0,0
TOBACCO,ALCOHOL_TOBACCO,4,4,56.0,-0.06443573785891057,-0.03483082708617369,97,0.0,0,0,4
ELECTRONIC-MEASURING INSTR,ELECTRONICS,7,7,48.0,0.14345590791814228,-0.06671989729138295,98,1.0,7,0,0
INSURANCE-DIVERSIFIED,INSURANCE,8,4,51.5,0.017958009560123965,-0.08110973763254846,99,0.0,0,2,6
BEVERAGES-NON-ALCOHOLIC,FOOD_BEVERAGE,7,5,50.0,0.05158394512670661,-0.091481206125251,100,1.0,7,0,0
CONSUMER PRODUCTS-ELECTRONICS,CONSUMER,4,3,44.0,0.22326470818952554,-0.10246668449953376,101,1.0,4,0,0
CHEMICALS-FERTILIZERS,CHEMICAL,5,5,46.0,0.10528976226642878,-0.1486431388912822,102,1.0,5,0,0
REIT-RESIDENTIAL/COMMERCIAL,FINANCE,9,9,42.0,0.22500061822804215,-0.1516538849215008,103,0.0,0,9,0
MEDIA-RADIO/TV,MEDIA,7,5,28.0,0.6532487952789243,-0.15459435178616848,104,0.0,0,7,0
UTILITY-ELECTRIC POWER,UTILITY,19,17,45.0,0.1028386807723036,-0.17595970948796907,105,1.0,19,0,0
MEDIA-PERIODICALS,MEDIA,2,1,38.0,0.2837654876364835,-0.20466532116485148,106,1.0,2,0,0
FOOD-DAIRY PRODUCTS,FOOD_BEVERAGE,3,3,45.0,0.03267493811328571,-0.2335227379874214,107,1.0,3,0,0
COMPUTER SFTWR-ENTERPRISE,SOFTWARE,32,28,41.0,0.14175271679261645,-0.24525696579670447,108,0.96875,31,1,0
AGRICULTURAL OPERATIONS,AGRICULTURE,6,6,43.0,0.05442235584479752,-0.26629229955498734,109,1.0,6,0,0
MEDICAL-BIOMED/BIOTECH,MEDICAL,23,19,46.0,-0.04675361912919447,-0.27338103291958044,110,1.0,23,0,0
LEISURE-TOYS/GAMES/HOBBY,LEISURE,5,5,56.0,-0.3743680419318099,-0.28910235503118753,111,1.0,5,0,0
UTILITY-DIVERSIFIED,UTILITY,12,12,40.5,0.09335711152988971,-0.29761403860459934,112,1.0,12,0,0
INTERNET-SERVICES,INTERNET,10,9,39.0,0.1363967865702176,-0.300262382117395,113,1.0,10,0,0
UTILITY-WATER SUPPLY,UTILITY,9,7,40.0,0.09273497423881585,-0.3107772857391073,114,1.0,9,0,0
CHEMICALS-AGRICULTURAL,CHEMICAL,4,4,41.5,0.041903814313558434,-0.3145211534950844,115,1.0,4,0,0
CONSUMER PRODUCTS-PERSONAL,CONSUMER,8,8,43.0,-0.00875166069004675,-0.31812088760355733,116,1.0,8,0,0
LEISURE-TRAVEL BOOKING,LEISURE,5,4,39.5,0.09206266470352754,-0.3239816946790456,117,1.0,5,0,0
CHEMICALS-SPECIALTY,CHEMICAL,8,6,40.5,0.04315166373753503,-0.338803084578726,118,1.0,8,0,0
FINANCE-CREDIT CARD/PAYMENT,FINANCE,10,9,39.0,0.08841886168261516,-0.3396239462670047,119,0.6,6,2,2
FINANCE-INVESTMENT BANKS/BROKERS,FINANCE,10,10,31.5,0.29731189142591435,-0.35803863161409055,120,0.0,0,0,10
COMPUTER SFTWR-GAMING,SOFTWARE,8,4,36.5,0.13136924553539844,-0.3676512242474096,121,0.0,0,8,0
INTERNET-E-COMMERCE,INTERNET,12,11,48.0,-0.2282369499956796,-0.3716603945096608,122,1.0,12,0,0
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,5,37.0,0.07101457215289476,-0.4045139557393101,123,1.0,7,0,0
ENERGY-SOLAR,ENERGY,10,8,34.0,0.1545660181195052,-0.4118845603047317,124,1.0,10,0,0
FOOD-MISC PREPARATION,FOOD_BEVERAGE,7,4,42.0,-0.10137394770536887,-0.41941480713488677,125,1.0,7,0,0
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,40.0,-0.04673780244377479,-0.4252021313191747,126,1.0,6,0,0
PAPER & PAPER PRODUCTS,BUSINESS_PRODUCTS,5,3,39.0,-0.017014219699983422,-0.42612228912060623,127,1.0,5,0,0
UTILITY-GAS DISTRIBUTION,UTILITY,10,8,39.5,-0.033545750685948124,-0.42703208111543867,128,1.0,10,0,0
BUILDING-A/C & HEATING,BUILDING,5,5,33.0,0.11542299650276906,-0.4693035615149399,129,1.0,5,0,0
MEDICAL-PRODUCTS,MEDICAL,14,14,45.0,-0.25510304086653895,-0.46961863848741203,130,1.0,14,0,0
LEISURE-GAMING/EQUIPMENT,LEISURE,12,10,37.0,-0.015802859570837345,-0.47573983547678644,131,0.0,0,0,12
CHEMICALS-PAINTS,CHEMICAL,4,4,39.5,-0.09430699242460669,-0.4768812048553477,132,1.0,4,0,0
ENERGY-COAL,ENERGY,6,3,45.0,-0.28176386512384705,-0.49149144242263754,133,1.0,6,0,0
RETAIL-HOME FURNISHINGS,RETAIL,9,9,32.0,0.08007096505506764,-0.5236123968920369,134,1.0,9,0,0
COMPUTER SFTWR-HEALTHCARE,SOFTWARE,7,7,30.0,0.06756978249647749,-0.5844798489063305,135,1.0,7,0,0
TELECOM-WIRELESS SVCS,TELECOM,6,3,22.0,0.3022349548429717,-0.5944036530846497,136,1.0,6,0,0
MACHINERY-MATERIAL HANDLING,MACHINERY,7,4,35.0,-0.1325295162914276,-0.6221148974359019,137,1.0,7,0,0
FINANCE-INVESTMENT MGMT,FINANCE,12,12,28.5,0.06059283988115602,-0.6281623202812938,138,0.16666666666666666,2,9,1
COMMERCIAL SVCS-WASTE MGMT,BUSINESS_PRODUCTS,5,4,32.5,-0.06321518742563151,-0.6285129341496708,139,1.0,5,0,0
INSURANCE-BROKERS,INSURANCE,8,7,33.0,-0.0848221713912322,-0.6335866779726468,140,0.0,0,0,8
RETAIL/WHLSL-AUTO,RETAIL,12,11,40.0,-0.3086745012694827,-0.6400975899726875,141,1.0,12,0,0
RETAIL-SUPER/MINI MARKETS,RETAIL,6,6,26.5,0.09984109442813609,-0.6465740222165873,142,1.0,6,0,0
APPAREL-SHOES & RELATED,APPAREL,8,7,24.0,0.17013134857036696,-0.6521714001802412,143,1.0,8,0,0
COMPUTER SFTWR-FINANCIAL,SOFTWARE,10,10,37.5,-0.2905714246101671,-0.6885098445508079,144,1.0,10,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,2,32.5,-0.14473534378654268,-0.6953928767816908,145,1.0,4,0,0
CONSUMER PRODUCTS-COSMETICS,CONSUMER,6,5,29.0,-0.06671946059854957,-0.7199577513525626,146,1.0,6,0,0
FINANCE-SERVICES,FINANCE,10,10,28.0,-0.059393131577626844,-0.7392528376498196,147,0.6,6,4,0
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,5,40.0,-0.43970139235434486,-0.747593347466222,148,1.0,6,0,0
BUILDING-WOOD PRODUCTS,BUILDING,5,3,33.0,-0.22427369199086886,-0.747994084852005,149,1.0,5,0,0
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,5,33.0,-0.23169634909134137,-0.7540837061581633,150,0.0,0,0,6
BUILDING-RESIDENTIAL/COMMERCIAL,BUILDING,11,10,36.0,-0.35143962430205444,-0.776405236294707,151,1.0,11,0,0
AUTO MANUFACTURERS,AUTO,9,8,33.0,-0.28901512040965605,-0.8011085931141568,152,0.7777777777777778,7,2,0
HOUSEHOLD-AUDIO/VIDEO,HOUSEHOLD,4,2,23.0,-0.031004113466254864,-0.842490601852992,153,1.0,4,0,0
INTERNET-CONTENT,INTERNET,10,10,19.5,0.06263931478576758,-0.854234483874066,154,0.0,0,10,0
CONSUMER SVCS-EDUCATION,CONSUMER,4,4,16.0,0.16281264677916046,-0.8606211682754249,155,1.0,4,0,0
AEROSPACE-DEFENSE,AEROSPACE,13,12,32.5,-0.35711420649086995,-0.8696305964817703,156,0.0,0,13,0
FOOD-CONFECTIONERY,FOOD_BEVERAGE,3,3,30.0,-0.32353173529048734,-0.9053434026645565,157,1.0,3,0,0
RETAIL-RESTAURANTS,RETAIL,19,16,29.5,-0.31130269462053767,-0.9079634162829023,158,0.5263157894736842,10,5,4
MEDIA-DIVERSIFIED,MEDIA,9,7,24.0,-0.16082695530851884,-0.9236928663439644,159,0.0,0,8,1
LEISURE-RESTAURANTS,LEISURE,16,14,29.5,-0.3403963347205163,-0.9318321263995601,160,0.1875,3,9,4
RETAIL-JEWELRY,RETAIL,3,2,21.5,-0.11589907592067519,-0.9500977874270838,161,1.0,3,0,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,4,32.0,-0.44360858274180437,-0.953244277860936,162,1.0,5,0,0
BUILDING-CEMENT/CONCRETE,BUILDING,5,3,23.0,-0.19434597464229175,-0.9764978804516249,163,1.0,5,0,0
CONSUMER PRODUCTS-SOAPS/CLEANERS,CONSUMER,4,3,24.0,-0.2266550452988147,-0.9776988825080535,164,1.0,4,0,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,18.0,-0.0646764289496325,-0.9966440980146195,165,1.0,6,0,0
MACHINERY-FARM,MACHINERY,5,4,18.5,-0.08859895782006433,-1.0036175377816434,166,1.0,5,0,0
MEDICAL-SYSTEMS/EQUIPMENT,MEDICAL,10,8,31.0,-0.4825540228750605,-1.0105011812677276,167,1.0,10,0,0
LEISURE-PRODUCTS,LEISURE,8,7,25.0,-0.3016605011050031,-1.0139284212709392,168,1.0,8,0,0
REIT-MORTGAGE,FINANCE,7,7,20.0,-0.15497821283180288,-1.0201172165399612,169,0.0,0,0,7
BUILDING-MAINT & SVCS,BUILDING,5,3,26.0,-0.3513248242778348,-1.0293678441605683,170,1.0,5,0,0
TELECOM-CONSUMER PRODUCTS,TELECOM,4,2,20.0,-0.17998724918835018,-1.0406348773428054,171,1.0,4,0,0
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,20.0,-0.1987828206986458,-1.0560549501255332,172,0.0,0,7,0
CHEMICALS-BASIC,CHEMICAL,7,6,23.0,-0.30095750672741334,-1.0639630359181766,173,1.0,7,0,0
CONSUMER SVCS-PERSONAL,CONSUMER,4,2,23.0,-0.3860057796419334,-1.1337374802690083,174,1.0,4,0,0
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,2,28.0,-0.5538467038229973,-1.1449074391886405,175,0.0,0,4,0
COMMERCIAL SVCS-CONSULTING,BUSINESS_PRODUCTS,8,8,25.0,-0.4616784479812979,-1.1452087276996916,176,1.0,8,0,0
METAL ORES-SILVER,METALS,8,7,32.0,-0.7076324014489873,-1.1698520303098778,177,1.0,8,0,0
COMPUTER SFTWR-DESIGN,SOFTWARE,9,6,16.0,-0.24649342553228976,-1.1964199186351978,178,1.0,9,0,0
TELECOM-SVCS-DOMESTIC,TELECOM,8,4,18.0,-0.3100210494591191,-1.197927251497592,179,1.0,8,0,0
MEDICAL-HOSPITALS,MEDICAL,6,5,26.0,-0.5584840172491328,-1.1993232951815058,180,1.0,6,0,0
COMPUTER-TECH SERVICES,COMPUTER,6,5,20.0,-0.42203129053067,-1.2392102030294811,181,1.0,6,0,0
OFFICE-OUTSOURCING SVCS,OFFICE,4,3,22.0,-0.4869578097531106,-1.2418652034295143,182,1.0,4,0,0
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,19.0,-0.4022595025072889,-1.2482949116573365,183,1.0,6,0,0
FOOD-CANNED,FOOD_BEVERAGE,4,4,15.5,-0.34791427412884385,-1.292279425571344,184,1.0,4,0,0
BUILDING-CONSTRUCTION PRODUCTS,BUILDING,6,4,15.0,-0.3439555654333123,-1.3016845013471767,185,1.0,6,0,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,5,9.0,-0.22806188023198734,-1.3584382502147896,186,0.0,0,0,7
FOOD-PACKAGED,FOOD_BEVERAGE,7,6,16.5,-0.49599366693243185,-1.3884595450549666,187,1.0,7,0,0
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,8,13.5,-0.5222695683653408,-1.485933591779987,188,1.0,10,0,0
METAL ORES-GOLD,METALS,10,9,20.0,-0.7647533983881949,-1.5203828103384995,189,1.0,10,0,0
COMPUTER-SERVICES,COMPUTER,10,9,12.0,-0.7735392991405237,-1.7300362829741305,190,1.0,10,0,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,12.0,-0.8984164169906207,-1.8324867056756156,191,1.0,5,0,0
CONSUMER PRODUCTS-PET,CONSUMER,7,6,12.5,-1.0352433766735496,-1.9320880572710986,192,1.0,7,0,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,5.0,-1.5287661834937998,-2.5267716428544733,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
