group,sector,n_stocks,n_with_data,median_rs_rating,price_trend_annualised,composite_score,rank,pct_halal,n_halal,n_questionable,n_haram
REIT-HOTEL/RESORT,FINANCE,6,6,75.0,0.7022664846985908,1.077929534811342,26,0.0,0,6,0
ELEC-SEMICONDUCTOR MFG,CHIPS,15,15,84.0,0.4587564813067597,1.0669680705436595,27,1.0,15,0,0
ELECTRONIC-SCIENTIFIC INSTR,ELECTRONICS,8,8,82.0,0.4972397446330244,1.0545596825228012,28,1.0,8,0,0
INTERNET-NETWORK SOLUTIONS,INTERNET,10,10,80.5,0.4535601399606242,0.9763583909388579,29,1.0,10,0,0
CONSUMER PRODUCTS-ELECTRONICS,CONSUMER,4,2,82.0,0.4093775963932526,0.9711148036962749,30,1.0,4,0,0
COMPUTER SFTWR-DATABASE,SOFTWARE,5,4,57.5,1.0184395894697802,0.9498341154895125,31,1.0,5,0,0
ELECTRONIC-PARTS DISTRIBUTORS,ELECTRONICS,5,5,78.0,0.46326452344267866,0.9243787548979887,32,1.0,5,0,0
TELECOM-FIBER OPTICS,TELECOM,7,5,93.0,0.049274132805542444,0.898378520647882,33,1.0,7,0,0
OIL&GAS-INTL E&P,ENERGY,7,4,88.5,0.16410822209098308,0.8972862892356345,34,1.0,7,0,0
INSURANCE-LIFE,INSURANCE,8,7,71.0,0.5603121855894488,0.845198177300098,35,0.0,0,0,8
ELECTRONIC-CONTRACT MFG,ELECTRONICS,5,5,81.0,0.28323524695889524,0.8268358080899236,36,1.0,5,0,0
SAVINGS & LOAN,BANKS,4,3,76.0,0.3984697710696377,0.8138846533118937,37,0.0,0,0,4
HOUSEHOLD-HOUSEWARES,HOUSEHOLD,5,5,62.0,0.7406030270842774,0.7961188229707459,38,1.0,5,0,0
COMPUTER SFTWR-HEALTHCARE,SOFTWARE,7,7,61.0,0.7434108370953834,0.7743070176751041,39,1.0,7,0,0
METAL ORES-DIVERSIFIED,METALS,8,8,81.5,0.21405488279602625,0.7733727129955157,40,1.0,8,0,0
RETAIL-CONSUMER ELECTRONICS,RETAIL,3,2,64.5,0.650999554832741,0.7722162968486221,41,1.0,3,0,0
MEDICAL-SUPPLIES,MEDICAL,10,6,69.0,0.5143923208079736,0.7526300283511314,42,1.0,10,0,0
COMMERCIAL SVCS-SECURITY/SAFETY,BUSINESS_PRODUCTS,4,4,67.0,0.5655014010240317,0.7522126942887946,43,1.0,4,0,0
BANKS-NORTHEAST,BANKS,4,4,70.0,0.486113359865622,0.7502512448026474,44,0.0,0,0,4
MEDICAL-ETHICAL DRUGS,MEDICAL,13,13,74.0,0.36631875133549946,0.7343931207395361,45,1.0,13,0,0
FINANCE-CONSUMER LOANS,FINANCE,7,5,57.0,0.8030497461536297,0.7330337699960046,46,0.0,0,0,7
MEDICAL-OUTPATIENT/HOME CARE,MEDICAL,5,4,66.5,0.518583420658057,0.695414289007272,47,1.0,5,0,0
METAL ORES-NON-FERROUS,METALS,5,5,83.0,0.07035142435219453,0.6736116247705004,48,1.0,5,0,0
STEEL-SPECIALTY ALLOYS,METALS,5,3,62.0,0.6031370151569699,0.6655639146530413,49,1.0,5,0,0
MEDIA-PERIODICALS,MEDIA,2,1,67.0,0.4357646465631171,0.628998455026234,50,1.0,2,0,0
OIL&GAS-INTEGRATED,ENERGY,8,8,80.5,0.05689326081059768,0.5996339387339974,51,1.0,8,0,0
MEDICAL-BIOMED/BIOTECH,MEDICAL,23,20,67.5,0.3561466068927265,0.565622438549812,52,1.0,23,0,0
POLLUTION CONTROL,BUSINESS_PRODUCTS,5,3,72.0,0.22515302490990136,0.5513675957435737,53,1.0,5,0,0
ELEC-SEMICONDUCTOR FABLESS,CHIPS,14,14,65.5,0.3789347640453198,0.5383080158021742,54,1.0,14,0,0
METAL ORES-SILVER,METALS,8,7,81.0,-0.023880571403878018,0.5351602371824667,55,1.0,8,0,0
HOUSEHOLD-AUDIO/VIDEO,HOUSEHOLD,4,1,87.0,-0.18232033427838565,0.5315567491928643,56,1.0,4,0,0
OIL&GAS-US E&P,ENERGY,16,12,76.0,0.07137993215816832,0.503239255718478,57,1.0,16,0,0
TELECOM-CONSUMER PRODUCTS,TELECOM,4,2,73.0,0.1430418507642201,0.49786301345571615,58,1.0,4,0,0
BANKS-SUPER REGIONAL,BANKS,5,5,62.0,0.4159264018115885,0.4877653147028795,59,0.0,0,0,5
CHEMICALS-FERTILIZERS,CHEMICAL,5,5,76.0,0.05439384426646215,0.4871071433782229,60,1.0,5,0,0
METAL ORES-GOLD,METALS,10,10,78.0,-0.01095566424203359,0.473999986666017,61,1.0,10,0,0
OIL&GAS-DRILLING,ENERGY,7,6,82.5,-0.1535104883916189,0.44876514313117466,62,1.0,7,0,0
MACHINERY-CONSTRUCTION/MINING,MACHINERY,7,6,67.5,0.22748699289899962,0.4434311865185486,63,1.0,7,0,0
MEDICAL-NURSING HOMES,MEDICAL,4,4,63.5,0.29158502777130585,0.40639288210774993,64,1.0,4,0,0
OIL&GAS-TRANSPORT/PIPELINE,ENERGY,10,10,66.0,0.218070859041692,0.3977707697893748,65,1.0,10,0,0
TELECOM-CABLE/SATELLITE EQUIP,TELECOM,5,4,49.0,0.6548931790356686,0.3964981528485672,66,1.0,5,0,0
TRANSPORTATION-RAIL,TRANSPORTATION,8,8,60.5,0.343380204836133,0.3821486987145094,67,1.0,8,0,0
TRANSPORTATION-AIR FREIGHT,TRANSPORTATION,6,4,61.5,0.31665136913156294,0.3812421078590566,68,1.0,6,0,0
ELECTRONIC-COMPONENTS/CONNECTORS,ELECTRONICS,8,7,69.0,0.11730914661605205,0.3755102103371831,69,1.0,8,0,0
BANKS-MIDWEST,BANKS,7,6,58.5,0.3548995948686769,0.3441320461023028,70,0.0,0,0,7
MACHINERY-ELECTRIC UTILITY,MACHINERY,4,4,63.0,0.21587797833191671,0.3222527781711501,71,1.0,4,0,0
COMPUTER SFTWR-FINANCIAL,SOFTWARE,10,7,63.0,0.2091030401674657,0.31581845001601494,72,1.0,10,0,0
METAL PROC & FABRICATION,METALS,8,7,54.0,0.4385918908768618,0.31346367503808803,73,1.0,8,0,0
TOBACCO,ALCOHOL_TOBACCO,4,3,60.0,0.25451484741934816,0.28551182072067255,74,0.0,0,0,4
REIT-HEALTHCARE,FINANCE,7,6,57.0,0.32597547923924663,0.27994441136472625,75,0.0,0,7,0
CHEMICALS-PLASTICS,CHEMICAL,4,4,62.5,0.17734478409261575,0.2734176139023247,76,1.0,4,0,0
RETAIL-HOME FURNISHINGS,RETAIL,9,9,46.0,0.592719669658309,0.26401505860791613,77,1.0,9,0,0
HOUSEHOLD-APPLIANCES & WARES,HOUSEHOLD,5,5,65.0,0.10298823899408721,0.263995475686124,78,1.0,5,0,0
COMMERCIAL SVCS-LEASING,BUSINESS_PRODUCTS,4,3,41.0,0.6883989063068421,0.23249175842491773,79,1.0,4,0,0
COMMERCIAL SVCS-CONSULTING,BUSINESS_PRODUCTS,8,8,58.5,0.22815296640862887,0.2237576042589615,80,1.0,8,0,0
MACHINERY-THERMAL PROCESSING,MACHINERY,5,4,45.0,0.5628629275631414,0.2111809115298669,81,1.0,5,0,0
RETAIL/WHLSL-COMPUTER/CELL,RETAIL,2,2,44.0,0.5813565393030535,0.20426630429709536,82,1.0,2,0,0
INTERNET-SERVICES,INTERNET,10,9,45.0,0.5520250392349144,0.20088789802630053,83,1.0,10,0,0
UTILITY-WATER SUPPLY,UTILITY,9,8,56.5,0.25365741355859905,0.1990229100318498,84,1.0,9,0,0
BANKS-WEST/SOUTHWEST,BANKS,6,6,53.5,0.3223432635074794,0.19082022096062395,85,0.0,0,0,6
RETAIL-DEPARTMENT STORES,RETAIL,4,3,58.0,0.1960836110947593,0.18106130942017643,86,1.0,4,0,0
FINANCE-CREDIT CARD/PAYMENT,FINANCE,10,9,51.0,0.3714675074775579,0.17627861196190225,87,0.6,6,2,2
RETAIL-INTERNET,RETAIL,9,8,58.5,0.17673119287398434,0.17492106033638566,88,1.0,9,0,0
TRANSPORTATION-SVCS/LOGISTICS,TRANSPORTATION,11,11,52.0,0.3203804267666688,0.15223838684300828,89,1.0,11,0,0
TRANSPORTATION-TRUCKING,TRANSPORTATION,8,8,60.0,0.09981329699778016,0.1385878905889478,90,1.0,8,0,0
BANKS-SOUTHEAST,BANKS,5,3,53.0,0.2761059704143736,0.1346682814000203,91,0.0,0,0,5
AGRICULTURAL OPERATIONS,AGRICULTURE,6,5,62.0,0.012617021093293889,0.10473231268932859,92,1.0,6,0,0
COMPUTER-NETWORKING,COMPUTER,7,6,65.5,-0.0875467822046922,0.09527882881465699,93,1.0,7,0,0
TELECOM-WIRELESS SVCS,TELECOM,6,4,52.0,0.24538065761026281,0.08100923100453516,94,1.0,6,0,0
AEROSPACE-DEFENSE EQUIPMENT,AEROSPACE,7,6,56.5,0.08924431476454042,0.0428756796121678,95,0.0,0,7,0
INTERNET-E-COMMERCE,INTERNET,12,12,50.0,0.23403034016050317,0.02127264543039951,96,1.0,12,0,0
MEDIA-DIVERSIFIED,MEDIA,9,9,61.0,-0.052107471948949935,0.018783390807546207,97,0.0,0,8,1
RETAIL-DISCOUNT & VARIETY,RETAIL,8,7,52.0,0.17622651716521398,0.015331814899910874,98,1.0,8,0,0
LEISURE-MOVIES & RELATED,LEISURE,7,6,59.0,-0.04996221274151686,-0.02813610821208859,99,0.0,0,6,1
REIT-INDUSTRIAL/OFFICE,FINANCE,12,11,46.0,0.2774653221127103,-0.035389876935990716,100,0.0,0,12,0
MEDIA-RADIO/TV,MEDIA,7,6,39.5,0.41413109306795104,-0.06470491977474613,101,0.0,0,7,0
COMMERCIAL SVCS-SCHOOLS,BUSINESS_PRODUCTS,4,4,49.5,0.1425296092074773,-0.0778671126978286,102,1.0,4,0,0
INSURANCE-PROP/CAS/TITLE,INSURANCE,12,12,49.0,0.1289033166303172,-0.10304756976020354,103,0.0,0,0,12
MACHINERY-GENERAL INDUSTRIAL,MACHINERY,11,10,47.0,0.17047626475892055,-0.11252160687901322,104,1.0,11,0,0
INSURANCE-DIVERSIFIED,INSURANCE,8,7,47.0,0.16485207288118933,-0.11786304251582111,105,0.0,0,2,6
CONSUMER PRODUCTS-PERSONAL,CONSUMER,8,8,46.0,0.18720605408442373,-0.12111136035610615,106,1.0,8,0,0
LEISURE-TOYS/GAMES/HOBBY,LEISURE,5,5,53.0,-0.005749107164358156,-0.1330165324405786,107,1.0,5,0,0
ENERGY-COAL,ENERGY,6,4,56.5,-0.10730065601766538,-0.14378799296419134,108,1.0,6,0,0
MEDICAL-PRODUCTS,MEDICAL,14,13,46.0,0.13143882817960653,-0.1740748890353711,109,1.0,14,0,0
FINANCE-SERVICES,FINANCE,10,10,47.0,0.08067175002295013,-0.19781119972812045,110,0.6,6,4,0
TRANSPORTATION-AIRLINE,TRANSPORTATION,11,8,34.5,0.39840317806750086,-0.2020343771710704,111,1.0,11,0,0
RETAIL-CONVENIENCE STORES,RETAIL,3,2,44.5,0.12091933633051508,-0.22078319243441585,112,1.0,3,0,0
CHEMICALS-AGRICULTURAL,CHEMICAL,4,4,56.0,-0.21100899485223312,-0.2545216215001533,113,1.0,4,0,0
REIT-RETAIL,FINANCE,9,8,40.5,0.18006396997569576,-0.2625258658306927,114,0.0,0,9,0
FOOD-DAIRY PRODUCTS,FOOD_BEVERAGE,3,2,47.5,-0.012998187971228954,-0.27453265535441784,115,1.0,3,0,0
FINANCE-INVESTMENT MGMT,FINANCE,12,12,34.0,0.3335256904360642,-0.27588937550857995,116,0.16666666666666666,2,9,1
MACHINERY-FARM,MACHINERY,5,5,39.0,0.1938571549383282,-0.2861438122199546,117,1.0,5,0,0
REIT-RESIDENTIAL/COMMERCIAL,FINANCE,9,9,33.0,0.34677192263929024,-0.2877875502771764,118,0.0,0,9,0
UTILITY-GAS DISTRIBUTION,UTILITY,10,9,49.0,-0.09634663067084105,-0.31697307619026777,119,1.0,10,0,0
OIL&GAS-FIELD SERVICES,ENERGY,7,6,56.0,-0.28124141352603604,-0.32122310539667953,120,1.0,7,0,0
ENERGY-OTHER/ALTERNATIVE,ENERGY,6,6,30.5,0.37175949193039887,-0.3252523626599719,121,1.0,6,0,0
MEDICAL-HOSPITALS,MEDICAL,6,5,43.0,0.049571670913868826,-0.3252615330368749,122,1.0,6,0,0
INSURANCE-BROKERS,INSURANCE,8,6,32.0,0.3104487016199087,-0.34676307405811246,123,0.0,0,0,8
CONSUMER SVCS-EDUCATION,CONSUMER,4,4,30.0,0.3494674803241632,-0.35866286973606376,124,1.0,4,0,0
MEDIA-NEWSPAPERS,MEDIA,4,2,58.5,-0.41865591668233404,-0.390532962893535,125,1.0,4,0,0
AUTO/TRUCK-ORIGINAL EQUIPMENT,AUTO,9,9,43.0,-0.05829577300117887,-0.42770594131898276,126,1.0,9,0,0
CHEMICALS-PAINTS,CHEMICAL,4,4,33.0,0.194906153056861,-0.43201826844856117,127,1.0,4,0,0
BUILDING-HEAVY CONSTRUCTION,BUILDING,7,7,44.0,-0.09698640934463723,-0.43997295329838965,128,1.0,7,0,0
RETAIL/WHLSL-FOOD,RETAIL,7,7,38.0,0.021175031601762755,-0.4746227946429927,129,1.0,7,0,0
MEDICAL-LONG-TERM CARE,MEDICAL,4,3,43.0,-0.1306456477739638,-0.49641842621127175,130,1.0,4,0,0
ELECTRONIC-MEASURING INSTR,ELECTRONICS,7,6,36.5,0.029059172296059622,-0.5038527081060193,131,1.0,7,0,0
COMMERCIAL SVCS-WASTE MGMT,BUSINESS_PRODUCTS,5,4,34.5,0.0765242810302941,-0.5077308129876434,132,1.0,5,0,0
FINANCE-INVESTMENT BANKS/BROKERS,FINANCE,10,10,26.5,0.27918405263204504,-0.5110873824871107,133,0.0,0,0,10
CONSUMER SVCS-PERSONAL,CONSUMER,4,3,46.0,-0.2397744211186571,-0.5266253926033353,134,1.0,4,0,0
BEVERAGES-NON-ALCOHOLIC,FOOD_BEVERAGE,7,7,33.0,0.07254949887484945,-0.5482234419662221,135,1.0,7,0,0
PAPER & PAPER PRODUCTS,BUSINESS_PRODUCTS,5,3,23.0,0.29959358493982813,-0.5773785237098588,136,1.0,5,0,0
OFFICE-OUTSOURCING SVCS,OFFICE,4,3,25.0,0.22844520150575465,-0.5959930169166665,137,1.0,4,0,0
MACHINERY-TOOLS & RELATED,MACHINERY,6,6,34.0,-0.01456792637055767,-0.6064825860848668,138,1.0,6,0,0
LEISURE-HOTELS & MOTELS,LEISURE,7,5,31.0,0.050546889695280206,-0.618076775314303,139,0.0,0,7,0
COMPUTER SFTWR-SPECIALTY,SOFTWARE,10,8,30.0,0.06795831479686165,-0.6260191622532656,140,1.0,10,0,0
COMPUTER SFTWR-GAMING,SOFTWARE,8,4,21.0,0.2965330032361678,-0.6292421399940851,141,0.0,0,8,0
AUTO MANUFACTURERS,AUTO,9,8,36.0,-0.12489341552472291,-0.6623045560616001,142,0.7777777777777778,7,2,0
UTILITY-ELECTRIC POWER,UTILITY,19,16,34.0,-0.09062395712378046,-0.6787148999694529,143,1.0,19,0,0
LEISURE-TRAVEL BOOKING,LEISURE,5,4,14.0,0.4227111098785134,-0.680756806163739,144,1.0,5,0,0
BUILDING-CONSTRUCTION PRODUCTS,BUILDING,6,5,27.0,0.07507892103788233,-0.6926919024676577,145,1.0,6,0,0
RETAIL-SUPER/MINI MARKETS,RETAIL,6,6,33.0,-0.08728893866804138,-0.7000260022244783,146,1.0,6,0,0
UTILITY-DIVERSIFIED,UTILITY,12,12,32.0,-0.06946076991828955,-0.7075725973017577,147,1.0,12,0,0
COMPUTER-TECH SERVICES,COMPUTER,6,5,25.0,0.10045098760262217,-0.7175523218462122,148,1.0,6,0,0
FOOD-CANNED,FOOD_BEVERAGE,4,4,22.5,0.15997471283800685,-0.7222172834896466,149,1.0,4,0,0
FOOD-CONFECTIONERY,FOOD_BEVERAGE,3,3,35.0,-0.18782595953810344,-0.7465516191501198,150,1.0,3,0,0
BUILDING-WOOD PRODUCTS,BUILDING,5,4,26.0,0.04371849649363309,-0.7469541343611928,151,1.0,5,0,0
CONSUMER PRODUCTS-SOAPS/CLEANERS,CONSUMER,4,4,26.5,0.025214564464211817,-0.7522885548960357,152,1.0,4,0,0
MEDICAL-SYSTEMS/EQUIPMENT,MEDICAL,10,8,36.5,-0.2706294043616366,-0.7884744418775556,153,1.0,10,0,0
FOOD-MISC PREPARATION,FOOD_BEVERAGE,7,6,21.5,0.09873897589588604,-0.8048528464806854,154,1.0,7,0,0
MACHINERY-MATERIAL HANDLING,MACHINERY,7,3,36.0,-0.309310991010652,-0.8374505381278482,155,1.0,7,0,0
INTERNET-CONTENT,INTERNET,10,10,23.0,0.024999322339836202,-0.838167560037377,156,0.0,0,10,0
CHEMICALS-SPECIALTY,CHEMICAL,8,8,26.5,-0.09431735799462555,-0.8658110100750274,157,1.0,8,0,0
COMMERCIAL SVCS-ADVERTISING,BUSINESS_PRODUCTS,6,5,20.0,0.07038270972716763,-0.868501180388609,158,1.0,6,0,0
LEISURE-RESTAURANTS,LEISURE,16,16,23.0,-0.025320120844709786,-0.8859571932670824,159,0.1875,3,9,4
BEVERAGES-ALCOHOLIC,ALCOHOL_TOBACCO,6,6,29.5,-0.20981325677726345,-0.9020649946801294,160,0.0,0,0,6
COMPUTER SFTWR-DESIGN,SOFTWARE,9,6,21.5,-0.006770476767739175,-0.9050578115191339,161,1.0,9,0,0
TELECOM-WIRELESS EQUIPMENT,TELECOM,7,5,51.0,-0.7749773485192015,-0.9125287300675525,162,1.0,7,0,0
TELECOM-INFRASTRUCTURE,TELECOM,9,9,30.0,-0.2586539045984836,-0.9362109526512438,163,1.0,9,0,0
AEROSPACE-DEFENSE,AEROSPACE,13,11,23.0,-0.08932780246830328,-0.9467468887622572,164,0.0,0,13,0
RETAIL-RESTAURANTS,RETAIL,19,19,20.0,-0.028858459022324208,-0.9627529994803214,165,0.5263157894736842,10,5,4
BUILDING-RESIDENTIAL/COMMERCIAL,BUILDING,11,10,20.0,-0.03157908042949163,-0.9653368416490151,166,1.0,11,0,0
APPAREL-CLOTHING MFG,APPAREL,10,8,19.5,-0.07183364997407439,-1.015806839081403,167,1.0,10,0,0
TELECOM-SVCS-DOMESTIC,TELECOM,8,5,25.0,-0.2320673840611142,-1.0333533327133049,168,1.0,8,0,0
COMPUTER-SERVICES,COMPUTER,10,9,22.0,-0.16110348524605783,-1.039392501822781,169,1.0,10,0,0
AUTO/TRUCK-REPLACEMENT PARTS,AUTO,6,6,28.0,-0.31825536145053696,-1.0417728516433784,170,1.0,6,0,0
LEISURE-PRODUCTS,LEISURE,8,7,20.0,-0.11960289462397182,-1.0489352586745415,171,1.0,8,0,0
BUILDING-MAINT & SVCS,BUILDING,5,5,19.0,-0.1321143415197286,-1.0852961452516596,172,1.0,5,0,0
REIT-MORTGAGE,FINANCE,7,7,19.0,-0.16995655163227186,-1.1212358382893464,173,0.0,0,0,7
RETAIL-APPAREL/SHOES/ACC,RETAIL,15,10,14.0,-0.045275386695661675,-1.1252152820994055,174,1.0,15,0,0
RETAIL/WHLSL-AUTO,RETAIL,12,12,17.5,-0.1790888741736033,-1.1666267123161655,175,1.0,12,0,0
FOOD-MEAT PRODUCTS,FOOD_BEVERAGE,4,3,19.0,-0.24424468132703075,-1.1917891323393817,176,0.0,0,4,0
RETAIL/WHLSL-AUTOMOTIVE PARTS,RETAIL,5,5,21.0,-0.32323090295573975,-1.2178474164335746,177,1.0,5,0,0
FOOD-PACKAGED,FOOD_BEVERAGE,7,6,15.0,-0.1849594797174952,-1.2333983048255686,178,1.0,7,0,0
BUILDING-CEMENT/CONCRETE,BUILDING,5,4,13.5,-0.17914256746004695,-1.2645915168178874,179,1.0,5,0,0
LEISURE-GAMING/EQUIPMENT,LEISURE,12,11,8.0,-0.037568139760865815,-1.2647662329642033,180,0.0,0,0,12
RETAIL/WHLSL-BUILDING PRODUCTS,RETAIL,6,6,11.0,-0.1438668221654867,-1.2922853912353238,181,1.0,6,0,0
BUILDING-A/C & HEATING,BUILDING,5,5,15.0,-0.2704968827510694,-1.3146353150087704,182,1.0,5,0,0
CONSUMER SVCS-FUNERAL,CONSUMER,4,3,13.0,-0.22687113757222016,-1.322159759446944,183,1.0,4,0,0
ENERGY-SOLAR,ENERGY,10,8,9.5,-0.14281244261804257,-1.3280016996105029,184,1.0,10,0,0
FINANCE-MORTGAGE & RELATED SVC,FINANCE,7,5,9.0,-0.1597420909277734,-1.3563194361993587,185,0.0,0,0,7
ELECTRONIC-MILITARY SYSTEMS,ELECTRONICS,7,7,13.0,-0.3529620815722254,-1.4419114813658034,186,0.0,0,7,0
APPAREL-SHOES & RELATED,APPAREL,8,6,5.0,-0.1620852548317044,-1.456458608185606,187,1.0,8,0,0
BUILDING-MOBILE/MFG & RV,BUILDING,5,5,10.0,-0.3916029576106447,-1.5520450453846553,188,1.0,5,0,0
CONSUMER PRODUCTS-PET,CONSUMER,7,7,12.0,-0.5305978953094952,-1.6350951074096969,189,1.0,7,0,0
RETAIL-LEISURE PRODUCTS,RETAIL,6,3,6.0,-0.3872747245431231,-1.6458482248753934,190,1.0,6,0,0
CHEMICALS-BASIC,CHEMICAL,7,6,12.0,-0.8258127581800885,-1.9154680433502191,191,1.0,7,0,0
RETAIL-JEWELRY,RETAIL,3,1,3.0,-1.2665080948036656,-2.5543134963256993,192,1.0,3,0,0
MEDIA-CABLE/SATELLITE TV,MEDIA,8,5,5.0,-1.6253109830351753,-2.846120664394298,193,0.0,0,8,0
COMPUTER-INTEGRATED SYSTEMS,COMPUTER,0,0,,,,,0.0,0,0,0
COMPUTER-LOCAL NETWORKS,COMPUTER,0,0,,,,,0.0,0,0,0
FINANCE-ETFS/CLOSED-END FUNDS,FINANCE,0,0,,,,,0.0,0,0,0
FOOD-FLOUR & GRAIN,FOOD_BEVERAGE,0,0,,,,,0.0,0,0,0
